University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Employability Rank,Diversity Rank,Entrepreneurship & Alumni Outcomes Rank,Return On Investment Rank,Thought Leadership Rank,Employability Score,Diversity Score,Entrepreneurship & Alumni Outcomes Score,Return On Investment Score,Thought Leadership Score
Stanford Graduate School of Business,/universities/stanford-university/stanford-graduate-school-business,North America,United States,Stanford (CA),https://www.topuniversities.com/sites/default/files/profiles/logos/4980_small.jpg,100,1,,False,False,2,86,1,51,11,98.4,69.3,99.9,90,94.5
Penn (Wharton),/universities/university-pennsylvania/wharton-school,North America,United States,Philadelphia (PA),https://www.topuniversities.com/sites/default/files/profiles/logos/the-wharton-school_592560cf2aeae70239af56c4_small.jpg,99.6,2,,False,False,4,=37,4,=32,4,97.8,77.8,84.8,94.3,97.8
Harvard Business School,/universities/harvard-university/harvard-business-school,North America,United States,Cambridge (MA),https://www.topuniversities.com/sites/default/files/profiles/logos/harvard-business-school_592560cf2aeae70239af5592_small.jpg,99.3,3,,False,False,6,=54,2,=56,6,97.4,74.8,92.9,89.4,97.2
London Business School,/universities/london-business-school,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/profiles/logos/london-business-school_592560cf2aeae70239af4be5_small.jpg,98.5,4,,False,False,3,66,3,=52,8,98.3,73.1,87.4,89.9,96.3
HEC Paris,/universities/hec-paris-school-management/hec-paris-mba,Europe,France,Paris,https://www.topuniversities.com/sites/default/files/profiles/logos/hec-paris-mba_15094_small.jpg,98.3,5,,False,False,9,=71,14,5,5,96.8,72,76.7,99.8,97.5
MIT (Sloan),/universities/massachusetts-institute-technology-mit/mit-sloan-school-management,North America,United States,Cambridge (MA),https://www.topuniversities.com/sites/default/files/profiles/logos/mit-sloan-school-of-management_592560cf2aeae70239af56bf_small.jpg,97.9,6,,False,False,1,=91,6,54,1,98.5,68.9,84.3,89.8,98.9
Columbia Business School,/universities/columbia-university/columbia-business-school,North America,United States,New York (NY),https://www.topuniversities.com/sites/default/files/profiles/logos/columbia-business-school_592560cf2aeae70239af56d0_small.jpg,97.1,7,,False,False,8,70,11,30,12,97.2,72.4,78.5,94.9,93.8
IE Business School,/universities/ie-university/ie-business-school,Europe,Spain,Segovia,https://www.topuniversities.com/sites/default/files/profiles/logos/230302032731pm314785IE-BS-logo-200x200-48x48.jpg,96.5,8,,False,False,11,24,5,10,41,95.8,82.6,84.4,97.5,78.4
Cambridge (Judge),/universities/university-cambridge/cambridge-judge-business-school,Europe,United Kingdom,Cambridge,https://www.topuniversities.com/sites/default/files/profiles/logos/judge-business-school_592560cf2aeae70239af582c_small.jpg,95.6,9,,False,False,16,=52,17,37,3,93.9,75,75.5,93.7,97.9
IESE Business School,/universities/university-navarra/iese-business-school,Europe,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/profiles/logos/230920120533pm226796Untitled-design-48x48.jpg,95.6,10,,False,False,10,=73,16,7,28,96.5,71.6,75.7,99.3,85.7
INSEAD,/universities/insead,Europe,France,Fontainebleau,https://www.topuniversities.com/sites/default/files/profiles/logos/insead_592560cf2aeae70239af4ba8_small.jpg,95,11,,False,False,7,101-110,9,=61,17,97.3,68.2,80.9,88.4,91.7
Northwestern (Kellogg),/universities/northwestern-university/kellogg-school-management,North America,United States,Evanston (IL),https://www.topuniversities.com/sites/default/files/profiles/logos/the-kellogg-school-of-management_592560cf2aeae70239af56f5_small.jpg,94.9,12,,False,False,5,101-110,21,=19,=26,97.5,67.8,74.3,96.5,86.1
UC Berkeley (Haas),/universities/university-california-berkeley-ucb/haas-school-business,North America,United States,Berkeley (CA),https://www.topuniversities.com/sites/default/files/profiles/logos/haas-school-of-business_592560cf2aeae70239af5717_small.jpg,94.8,13,,False,False,=14,111-120,12,=40,7,94.5,66.1,77.3,92.8,96.6
Chicago (Booth),/universities/university-chicago/university-chicago-booth-school-business,North America,United States,Chicago (IL),https://www.topuniversities.com/sites/default/files/profiles/logos/chicago-booth-school-of-business-university-of-chicago_3578_small.jpg,94.6,14,,False,False,12,151-200,10,=32,10,95.4,57.7,79.1,94.3,95.3
UCLA (Anderson),/universities/university-california-los-angeles-ucla/ucla-anderson-school-management,North America,United States,Los Angeles (CA),https://www.topuniversities.com/sites/default/files/profiles/logos/ucla-anderson-master-of-financial-engineering-mfe_592560cf2aeae70239af5716_small.jpg,94,15,,False,False,18,121-130,7,34,18,92.4,65.9,82.6,94.2,90.9
Yale School of Management,/universities/yale-university/yale-school-management,North America,United States,New Haven (CT),https://www.topuniversities.com/sites/default/files/profiles/logos/yale-school-of-management_592560cf2aeae70239af5750_small.jpg,92.6,16,,False,False,20,60,20,36,14,90.4,73.8,74.4,93.8,92.3
NYU (Stern),/universities/new-york-university-nyu/nyu-stern-school-business,North America,United States,New York (NY),https://www.topuniversities.com/sites/default/files/profiles/logos/new-york-university-nyu_592560cf2aeae70239af56c0_small.jpg,91.1,17,,False,False,17,111-120,22,28,36,92.7,67.1,73.6,95.4,80.9
Oxford (Said),/universities/university-oxford/said-business-school,Europe,United Kingdom,Oxford,https://www.topuniversities.com/sites/default/files/profiles/logos/sad-business-school_592560cf2aeae70239af5572_small.jpg,90.9,18,,False,False,13,67,13,121-130,2,95.3,73,77,70.9,98.3
Esade Business School,/universities/esade,Europe,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/profiles/logos/230126101541am990261logo-esade-200x200-48x48.jpg,90.5,19,,False,False,=14,=71,=56,22,35,94.5,72,60.1,96.2,81.7
Imperial College Business School,/universities/imperial-college-london/imperial-college-business-school,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/profiles/logos/imperial-college-business-school_592560cf2aeae70239af580f_small.jpg,89.1,20,,False,False,19,32,34,75,=22,90.8,79.3,66.3,84.7,88.5
SDA Bocconi,/universities/bocconi-university/sda-bocconi-school-management,Europe,Italy,Milan,https://www.topuniversities.com/sites/default/files/profiles/logos/sda-bocconi-school-of-management_592560cf2aeae70239af555f_small.jpg,88.8,21,,False,False,26,=63,29,=1,15,82,73.4,67.6,100,92.2
Michigan (Ross),/universities/university-michigan-ann-arbor/michigan-ross-school-business,North America,United States,Ann Arbor (MI),https://www.topuniversities.com/sites/default/files/profiles/logos/michigan-ross-school-of-business_592560cf2aeae70239af5886_small.jpg,86.9,22,,False,False,24,83,26,=13,30,82.9,70,69.5,97,84.4
Duke (Fuqua),/universities/duke-university/fuqua-school-business,North America,United States,Durham (NC),https://www.topuniversities.com/sites/default/files/profiles/logos/the-fuqua-school-of-business_592560cf2aeae70239af56da_small.jpg,86.5,23,,False,False,22,62,27,23,38,83.4,73.5,68.7,96.1,80.1
Copenhagen Business School,/universities/copenhagen-business-school,Europe,Denmark,Copenhagen,https://www.topuniversities.com/sites/default/files/profiles/logos/copenhagen-business-school_710_small.jpg,83.2,24,,False,False,27,131-140,32,76,19,81.6,63.8,67.1,84.1,90.5
National University of Singapore (NUS),/universities/national-university-singapore-nus/nus-business-school,Asia,Singapore,Singapore,https://www.topuniversities.com/sites/default/files/profiles/logos/nus-business-school_592560cf2aeae70239af5575_small.jpg,83.2,25,,False,False,21,42,38,101-110,29,84.6,76.8,64.7,77.9,84.9
ESCP Europe,/universities/escp-business-school-paris,Europe,France,Paris,https://www.topuniversities.com/sites/default/files/profiles/logos/escp-business-school-paris_592560cf2aeae70239af4b44_small.jpg,82.7,26,,False,False,33,2,30,=1,51,71.9,96.6,67.5,100,70.1
IMD,/universities/imd,Europe,Switzerland,Lausanne,https://www.topuniversities.com/sites/default/files/profiles/logos/imd_592560cf2aeae70239af4b9f_small.jpg,81.6,27,,False,False,25,101-110,31,=13,81,82.2,67.8,67.4,97,59.9
Tsinghua University,/universities/tsinghua-university-school-economics-management,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/profiles/logos/tsinghua-univiersity-department-of-technology-economics-and-management_592560dc9988f300e23204a0_small.jpg,80.3,28,,False,False,29,151-200,141-150,=19,9,76.5,59,45.8,96.5,96.1
ESSEC Business School,/universities/essec-business-school,Europe,France,Paris,https://www.topuniversities.com/sites/default/files/profiles/logos/essec-business-school_198_small.jpg,79.2,29,,False,False,52,8,23,45,37,64.4,91.3,72.6,91.5,80.6
Melbourne Business School,/universities/university-melbourne/melbourne-business-school,Oceania,Australia,Melbourne,https://www.topuniversities.com/sites/default/files/profiles/logos/melbourne-business-school_592560cf2aeae70239af58bc_small.jpg,77.3,30,,False,False,31,111-120,=64,98,13,73.8,67.2,56.9,79.6,92.7
UNSW (AGSM),/universities/university-new-south-wales-unsw-sydney/australian-graduate-school-management-agsm-university-new-south-wales-business-school,Oceania,Australia,sydney,https://www.topuniversities.com/sites/default/files/profiles/logos/unsw-australia-_592560cf2aeae70239af57ab_small.jpg,76.8,31,,False,False,42,9,=53,99,20,66.9,90.3,60.3,79.4,90.1
Erasmus (RSM),/universities/erasmus-university-rotterdam/rotterdam-school-management-erasmus-university,Europe,Netherlands,Rotterdam,https://www.topuniversities.com/sites/default/files/profiles/logos/210722010220pm240208Untitled-design-48x48.jpg,76.7,32,,False,False,32,=46,141-150,71,21,72.5,76.1,45.9,85.5,89.9
Cornell (Johnson),/universities/cornell-sc-johnson-college-business-cornell-university,North America,United States,Ithaca (NY),https://www.topuniversities.com/sites/default/files/profiles/logos/cornell-sc-johnson-college-of-business-cornell-university_592560cf2aeae70239af56d1_small.jpg,75.2,33,,False,False,44,121-130,28,=52,39,65.6,64.2,68.4,89.9,79.8
Nanyang NTU Singapore,/universities/nanyang-business-school-singapore,Asia,Singapore,singapore,https://www.topuniversities.com/sites/default/files/profiles/logos/nanyang-business-school-singapore_592560cf2aeae70239af4dc7_small.jpg,75.1,34,,False,False,35,101-110,=67,87,25,70.1,68,56.3,81.7,88.1
University of Hong Kong,/universities/university-hong-kong,Asia,Hong Kong SAR,Hong Kong,https://www.topuniversities.com/sites/default/files/profiles/logos/the-university-of-hong-kong_268_small.jpg,74.7,35,,False,False,=48,121-130,60,47,=26,64.8,64.2,59.6,91.3,86.1
Warwick Business School,/universities/university-warwick/warwick-business-school,Europe,United Kingdom,Coventry,https://www.topuniversities.com/sites/default/files/profiles/logos/warwick-business-school_592560cf2aeae70239af5573_small.jpg,74.5,36,,False,False,56,13,100,59,24,62.1,87.7,51.4,88.8,88.3
USC (Marshall),/universities/university-southern-california/marshall-school-business,North America,United States,Los Angeles (CA),https://www.topuniversities.com/sites/default/files/profiles/logos/marshall-school-of-business_592560cf2aeae70239af573b_small.jpg,73.8,37,,False,False,43,111-120,18,60,61,65.7,66.9,75,88.7,64.7
CEIBS,/universities/china-europe-international-business-school-ceibs,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/profiles/logos/china-europe-international-business-school-ceibs_592560cf2aeae70239af5756_small.jpg,73.3,38,,False,False,=40,=63,8,50,151-200,67.4,73.4,82.1,90.3,44.3
Boston (Questrom),/universities/boston-university/questrom-school-business,North America,United States,Boston (MA),https://www.topuniversities.com/sites/default/files/profiles/logos/school-of-management-boston-university_14153_small.jpg,73.1,39,,False,False,28,=73,=46,101-110,101-110,78.5,71.6,62.5,74.2,55.4
Toronto (Rotman),/universities/university-toronto/rotman-school-management,North America,Canada,Toronto,https://www.topuniversities.com/sites/default/files/profiles/logos/university-of-toronto_592560cf2aeae70239af55e4_small.jpg,72,40,,False,False,30,18,=82,151-200,=33,74.5,84.9,53.3,57.6,83
Texas (McCombs),/universities/university-texas-austin/university-texas-austin-mccombs-school-business,North America,United States,Austin (TX),https://www.topuniversities.com/sites/default/files/profiles/logos/the-university-of-texas-at-austin-mccombs-school-of-business_592560cf2aeae70239af5707_small.jpg,71.6,41,,False,False,55,151-200,=39,55,45,62.9,56.6,64.5,89.6,76.4
Indiana (Kelley),/universities/indiana-university-bloomington/kelley-school-business,North America,United States,Bloomington (IN),https://www.topuniversities.com/sites/default/files/profiles/logos/indiana-university-bloomington-_592560cf2aeae70239af56e7_small.jpg,70.5,42,,False,False,36,251+,=67,=19,=77,68.9,45.9,56.3,96.5,60.9
Carnegie Mellon (Tepper),/universities/carnegie-mellon-university/tepper-school-business,North America,United States,Pittsburgh (PA),https://www.topuniversities.com/sites/default/files/profiles/logos/230209025010pm423359tepper-logo-qs-48x48.jpg,70.4,43,,False,False,60,151-200,=46,35,47,60.1,58.5,62.5,93.9,72.5
SMU (Lee Kong Chian),/universities/singapore-management-university/lee-kong-chian-school-business,Asia,Singapore,Singapore,https://www.topuniversities.com/sites/default/files/profiles/logos/singapore-management-university_592560cf2aeae70239af579d_small.jpg,70.4,44,,False,False,50,121-130,151-200,72,=22,64.7,65,41.1,85.4,88.5
Frankfurt School of Finance & Management,/universities/frankfurt-school-finance-management,Europe,Germany,Frankfurt am Main,https://www.topuniversities.com/sites/default/files/profiles/logos/frankfurt-school-of-finance-management_592560cf2aeae70239af5775_small.jpg,70,45,,False,False,23,201-250,251+,9,151-200,83,52.2,25.6,97.7,45.1
HKUST,/universities/hong-kong-university-science-technology/hkust-business-school,Asia,Hong Kong SAR,Hong Kong SAR,https://www.topuniversities.com/sites/default/files/profiles/logos/hkust-business-school_592560cf2aeae70239af582d_small.jpg,68.8,46,,False,False,=40,131-140,101-110,141-150,16,67.4,63.5,50.3,64.8,91.8
Mannheim Business School,/universities/universitat-mannheim/mannheim-business-school,Europe,Germany,Mannheim,https://www.topuniversities.com/sites/default/files/profiles/logos/mannheim-business-school_592560cf2aeae70239af556e_small.jpg,68.8,47,,False,False,53,201-250,141-150,=1,53,63.3,51.1,45.7,100,68.7
Indian Institute of Management Bangalore,/universities/indian-institute-management-iim-bangalore,Asia,India,Bangalore,https://www.topuniversities.com/sites/default/files/profiles/logos/indian-institute-of-management-iim-bangalore_1903_small.jpg,68.5,48,,False,False,39,251+,=58,31,57,67.5,24.5,59.9,94.6,66.3
Manchester (Alliance),/universities/university-manchester/alliance-manchester-business-school,Europe,United Kingdom,Manchester,https://www.topuniversities.com/sites/default/files/profiles/logos/alliance-manchester-business-school_592560cf2aeae70239af556d_small.jpg,67.6,49,,False,False,92,20,=75,84,31,52.1,83.3,55.3,82.4,84.3
University of Sydney Business School,/universities/university-sydney/university-sydney-business-school,Oceania,Australia,Sydney,https://www.topuniversities.com/sites/default/files/profiles/logos/the-university-of-sydney-business-school_592560cf2aeae70239af58ba_small.jpg,67.5,50,,False,False,58,27,=64,151-200,32,61.5,81.5,56.9,63.3,83.6
EDHEC Business School,/universities/edhec-business-school,Europe,France,Roubaix,https://www.topuniversities.com/sites/default/files/profiles/logos/edhec-business-school_179_small.jpg,67,51,,False,False,64,=50,151-200,=13,83,58.7,75.7,44.9,97,59.6
Georgia Tech (Scheller),/universities/georgia-institute-technology/georgia-tech-scheller-college-business,North America,United States,Atlanta (GA),https://www.topuniversities.com/sites/default/files/profiles/logos/220609032240pm158005Web-GT-GoldNavy-48x48.jpg,66.8,52,,False,False,45,201-250,151-200,=13,=79,65.2,47,44.2,97,60.3
IIM Ahmedabad,/universities/indian-institute-management-iim-ahmedabad,Asia,India,Ahmedabad,https://www.topuniversities.com/sites/default/files/profiles/logos/indian-institute-of-management-ahmedabad_1901_small.jpg,66.3,53,,False,False,51,251+,33,58,=73,64.6,25.1,66.7,89,62.1
EMLyon Business School,/universities/emlyon-business-school,Europe,France,Lyon,https://www.topuniversities.com/sites/default/files/profiles/logos/211005052214pm924585emlyon-logo-seul-cmjn-48x48.jpg,65.3,54,,False,False,121-130,=40,36,42,52,45.6,77.4,65.3,92.5,69.4
Dartmouth (Tuck),/universities/tuck-school-business,North America,United States,Hanover (NH),https://www.topuniversities.com/sites/default/files/profiles/logos/tuck-school-of-business_592560cf2aeae70239af56d6_small.jpg,64.8,55,,False,False,70,101-110,48,68,=84,55.2,67.8,62.2,86.2,59.5
Georgetown (McDonough),/universities/georgetown-university/mcdonough-school-business,North America,United States,"Washington, D.C",https://www.topuniversities.com/sites/default/files/profiles/logos/mcdonough-school-of-business_592560cf2aeae70239af55ae_small.jpg,64.8,56,,False,False,=96,121-130,37,26,101-110,51.4,64.7,65.1,95.7,56
University of St.Gallen,/universities/university-stgallen-hsg/university-st-gallen-mba,Europe,Switzerland,St. Gallen,https://www.topuniversities.com/sites/default/files/profiles/logos/the-st.gallen-mba-university-of-st.gallen_14578_small.png,64.8,57,,False,False,101-110,131-140,42,66,=48,50.3,63.5,63.9,87,72.1
WHU (Otto Beisheim),/universities/whu-otto-beisheim-school-management,Europe,Germany,Koblenz,https://www.topuniversities.com/sites/default/files/profiles/logos/Design-ohne-Titel-48x48.jpg,63.7,58,,False,False,111-120,101-110,=92,=1,62,47.7,68.2,52.5,100,64.1
IIM Calcutta,/universities/indian-institute-management-iim-calcutta,Asia,India,Kolkata,https://www.topuniversities.com/sites/default/files/profiles/logos/indian-institute-of-management-iim-calcutta_592560cf2aeae70239af5204_small.jpg,63.3,59,,False,False,46,251+,73,69,=87,65,25.2,55.8,86,59.3
Virginia (Darden),/universities/university-virginia-0,North America,United States,Charlottesville (VA),https://www.topuniversities.com/sites/default/files/profiles/logos/university-of-virginia_592560cf2aeae70239af5743_small.jpg,63.3,60,,False,False,101-110,151-200,44,12,121-130,50.3,60.4,62.8,97.3,53.2
Emory (Goizueta),/universities/emory-university/goizueta-business-school,North America,United States,Atlanta (GA),https://www.topuniversities.com/sites/default/files/profiles/logos/goizueta-business-school_592560cf2aeae70239af556a_small.jpg,62.8,61,,False,False,59,201-250,151-200,=40,121-130,61.3,54.6,41.5,92.8,52.6
EGADE Business School,/universities/tecnologico-de-monterrey/egade-business-school,Latin America,Mexico,Monterrey,https://www.topuniversities.com/sites/default/files/profiles/logos/egade-business-school_592560cf2aeae70239af558c_small.jpg,62.7,62,,False,False,=37,251+,19,151-200,=77,68.1,35.1,74.7,57,60.9
Shanghai Jiao Tong (Antai),/universities/shanghai-jiao-tong-university/antai-college-economics-management,Asia,China (Mainland),"Shanghai, Shenzhen, Singapore",https://www.topuniversities.com/sites/default/files/profiles/logos/antai-college-of-economics-management_592560cf2aeae70239af58a3_small.jpg,62.7,63,,False,False,101-110,151-200,131-140,44,46,49.5,59.7,47.4,91.7,74.9
University of Edinburgh Business School,/universities/university-edinburgh-business-school,Europe,United Kingdom,Edinburgh,https://www.topuniversities.com/sites/default/files/profiles/logos/university-of-edinburgh-business-school_14432_small.jpg,62.2,64,,False,False,131-140,6,81,92,50,44.6,92.6,54.1,81,71.4
Fudan University,/universities/fudan-university/school-management-fudan-university,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/profiles/logos/fudan-university-_592560cf2aeae70239af56dc_small.jpg,62.1,65,,False,False,57,141-150,151-200,151-200,40,62,62.6,44.3,61.9,79.3
Vlerick Business School,/universities/vlerick-business-school,Europe,Belgium,Gent,https://www.topuniversities.com/sites/default/files/profiles/logos/vlerick-business-school_592560cf2aeae70239af4d14_small.jpg,62.1,66,,False,False,111-120,111-120,49,29,121-130,47.6,67.4,61.8,95,53.1
Minnesota (Carlson),/universities/university-minnesota-twin-cities/carlson-school-management,North America,United States,Minneapolis (MN),https://www.topuniversities.com/sites/default/files/profiles/logos/carlson-school-of-management_592560cf2aeae70239af57d1_small.jpg,61.9,67,,False,False,=71,251+,=56,=61,72,55,38,60.1,88.4,62.5
Suliman S. Olayan School of Business at AUB,/universities/american-university-beirut-aub/suliman-s-olayan-school-business,Asia,Lebanon,Beirut,https://www.topuniversities.com/sites/default/files/profiles/logos/suliman-s.-olayan-school-of-business_592560cf2aeae70239af5702_small.jpg,61.8,68,,False,False,=85,151-200,=70,27,141-150,52.7,57.5,56.1,95.6,50
Florida (Warrington),/universities/hough-graduate-school-business,North America,United States,Gainesville (FL),https://www.topuniversities.com/sites/default/files/profiles/logos/UFMBA-200x200-whitebg-48x48.jpg,61.6,69,,False,False,67,251+,89,63,66,56.9,37.3,52.8,88.3,63.5
Babson College (Olin),/universities/babson-college-fw-olin-graduate-school-business,North America,United States,Wellesley (MA),https://www.topuniversities.com/sites/default/files/profiles/logos/220404025748pm977408BabsonWordmark-S-green-jpg-logo-48x48.jpg,61.3,70,,False,False,74,80,15,141-150,111-120,54.8,70.5,76.5,64.3,54.1
Texas A&M (Mays),/universities/texas-am-university/mays-business-school,North America,United States,College Station (TX),https://www.topuniversities.com/sites/default/files/profiles/logos/mays-business-school_592560cf2aeae70239af56ff_small.jpg,61.3,71,,False,False,62,251+,151-200,48,89,59,41,44.6,90.8,59.1
Washington (Foster),/universities/university-washington/university-washington-foster-school-business,North America,United States,Seattle (WA),https://www.topuniversities.com/sites/default/files/profiles/logos/university-of-washington_592560cf2aeae70239af5744_small.jpg,61.1,72,,False,False,87,141-150,=82,100,55,52.6,62.8,53.3,79.1,67.1
McGill (Desautels),/universities/mcgill-university/desautels-faculty-management-mcgill-university,North America,Canada,Montreal,https://www.topuniversities.com/sites/default/files/profiles/logos/desautels-faculty-of-management-mcgill-university_14495_small.jpg,60.8,73,,False,False,61,131-140,=67,141-150,60,59.1,63.4,56.3,63.9,65.2
Western (Ivey),/universities/university-western-ontario/ivey-business-school,North America,Canada,London (ON),https://www.topuniversities.com/sites/default/files/profiles/logos/ivey-business-school_592560cf2aeae70239af58c2_small.jpg,60.7,74,,False,False,47,151-200,41,151-200,82,64.9,56.9,64.3,53,59.8
UQ Business School,/universities/university-queensland,Oceania,Australia,Brisbane,https://www.topuniversities.com/sites/default/files/profiles/logos/210824044126am970441uq-logo-48x48.jpg,60.4,75,,False,False,131-140,=57,62,111-120,44,45.3,74.7,57.9,74,76.8
CUHK Business School,/universities/chinese-university-hong-kong-cuhk/undergrad/anthropology,,,Hong Kong,https://www.topuniversities.com/sites/default/files/profiles/logos/filedG4qut,60.2,76,,False,False,54,201-250,45,201-250,=33,63,50.6,62.6,41.8,83
Politecnico di Milano,/universities/polimi-graduate-school-management,Europe,Italy,Milano,https://www.topuniversities.com/sites/default/files/profiles/logos/220518034753pm4921441651566898417-48x48.jpg,60.2,77,,False,False,=76,=44,121-130,101-110,=79,54.3,76.3,48.5,74.3,60.3
Indian School of Business,/universities/indian-school-business,Asia,India,"Hyderabad, Mohali",https://www.topuniversities.com/sites/default/files/profiles/logos/indian-school-of-business_592560de9988f300e23206ba_small.jpg,60.1,78,,False,False,75,251+,43,95,95,54.4,41.8,63.8,80.6,58.4
Michigan State (Eli Broad),/universities/michigan-state-university/broad-college-business,North America,United States,East Lansing (MI),https://www.topuniversities.com/sites/default/files/profiles/logos/230816025324pm355461Broad-and-FTMBA-Avatars-Page-1-48x48.jpg,59.8,79,,False,False,101-110,201-250,111-120,=56,=70,49.8,54.7,49.9,89.4,62.6
Washington (Olin),/universities/washington-university-st-louis/olin-business-school,North America,United States,St Louis (MO),https://www.topuniversities.com/sites/default/files/profiles/logos/olin-business-school_592560cf2aeae70239af5861_small.jpg,59.8,80,,False,False,111-120,=91,111-120,39,101-110,46.8,68.9,49.9,93,56.2
Penn State (Smeal),/universities/penn-state-university/penn-state-university-smeal-college-business,North America,United States,State College (PA),https://www.topuniversities.com/sites/default/files/profiles/logos/pennsylvania-state-university-smeal-college-of-business_592560cf2aeae70239af5789_small.jpg,58.7,81,,False,False,141-150,251+,101-110,11,59,44.3,45.6,50.6,97.4,65.5
Cranfield School of Management,/universities/cranfield-university/cranfield-school-management,Europe,United Kingdom,Bedford,https://www.topuniversities.com/sites/default/files/profiles/logos/SOM-logo-200x200-1-48x48.jpg,58.4,82,,False,False,100,=99,24,151-200,100,51,68.4,71.9,61.7,57.5
INCAE Business School,/universities/incae-business-school,Latin America,Costa Rica,Alajuela,https://www.topuniversities.com/sites/default/files/profiles/logos/incae-business-school_592560cf2aeae70239af5799_small.jpg,58.2,83,,False,False,34,201-250,121-130,151-200,151-200,70.6,49.7,48.3,58.4,44.5
Monash Business School,/universities/monash-university/monash-business-school-monash-university,Oceania,Australia,Melbourne,https://www.topuniversities.com/sites/default/files/profiles/logos/monash-business-school-monash-university-_592560cf2aeae70239af56f2_small.jpg,58.1,84,,False,False,=96,101-110,141-150,141-150,43,51.4,67.8,45.5,65,76.9
ESMT Berlin,/universities/esmt-berlin/mba/full-time-mba,,,Berlin,https://www.topuniversities.com/sites/default/files/profiles/logos/esmt-berlin_592560cf2aeae70239af5753_small.jpg,57.6,85,,False,False,111-120,49,201-250,8,151-200,48.6,75.8,32.9,98.8,43.9
Rice (Jones),/universities/jesse-h-jones-graduate-school-business-rice-university,North America,United States,Houston (TX),https://www.topuniversities.com/sites/default/files/profiles/logos/jesse-h.-jones-graduate-school-of-business-rice-university_14677_small.jpg,57.1,86,,False,False,101-110,251+,101-110,64,101-110,49.6,44,50,88.2,56.7
North Carolina (Kenan-Flagler),/universities/university-north-carolina-chapel-hill/kenan-flagler-business-school,North America,United States,Chapel Hill (NC),https://www.topuniversities.com/sites/default/files/profiles/logos/kenan-flagler-business-school_592560cf2aeae70239af56c1_small.jpg,57,87,,False,False,84,151-200,131-140,121-130,=73,52.8,60.5,47.1,71.1,62.1
Rochester (Simon),/universities/university-rochester/simon-business-school-university-rochester,North America,United States,Rochester (NY),https://www.topuniversities.com/sites/default/files/profiles/logos/221114024305pm8820692022-Logo-Sponsor-Formal-48x48.jpg,57,88,,False,False,101-110,151-200,80,46,201-250,48.9,55.9,54.4,91.4,41.1
UBC (Sauder),/universities/university-british-columbia/sauder-school-business,North America,Canada,Vancouver (BC),https://www.topuniversities.com/sites/default/files/profiles/logos/sauder-school-of-business_592560cf2aeae70239af5916_small.jpg,56.9,89,,False,False,73,=91,141-150,151-200,54,54.9,68.9,47,58.6,67.3
Notre Dame (Mendoza),/universities/university-notre-dame/mendoza-college-business,North America,United States,Notre Dame (IN),https://www.topuniversities.com/sites/default/files/profiles/logos/221212025137pm415752Copy-of-Mendoza-Logo-48x48.jpg,56.5,90,,False,False,101-110,251+,=90,49,151-200,49.6,43.2,52.6,90.6,48.2
Vanderbilt (Owen),/universities/vanderbilt-university/owen-graduate-school-management,North America,United States,Nashville (TN),https://www.topuniversities.com/sites/default/files/profiles/logos/vanderbilt-university_14592_small.jpg,56.5,91,,False,False,=80,201-250,101-110,91,151-200,54,48.3,50.1,81.2,48.3
Queen's (Smith),/universities/queens-university-kingston/smith-mba-queens-university,North America,Canada,Kingston (ON),https://www.topuniversities.com/sites/default/files/profiles/logos/smith-mba-at-queens-university_592560cf2aeae70239af578a_small.jpg,56.1,92,,False,False,=37,111-120,151-200,201-250,151-200,68.1,66.4,42.7,49.1,46.4
UT Dallas (Naveen),/universities/university-texas-dallas/naveen-jindal-school-management,North America,United States,Dallas (TX),https://www.topuniversities.com/sites/default/files/profiles/logos/the-university-of-texas-at-dallas-naveen-jindal-school-of-management_592560cf2aeae70239af58c1_small.jpg,56.1,93,,False,False,91,251+,201-250,25,111-120,52.2,35.6,36.3,95.8,53.5
Ohio State (Fisher),/universities/ohio-state-university/max-m-fisher-college-business,North America,United States,Columbus (OH),https://www.topuniversities.com/sites/default/files/profiles/logos/the-ohio-state-university_592560cf2aeae70239af55a7_small.jpg,55.6,94,,False,False,111-120,201-250,141-150,67,101-110,47.9,47.3,46,86.9,56.8
Qatar University,/universities/qatar-university/college-business-economics,Asia,Qatar,Doha,https://www.topuniversities.com/sites/default/files/profiles/logos/220923010648pm227092download--2--48x48.jpg,55.6,95,,False,False,151-200,=96,101-110,65,111-120,41.7,68.5,50.2,87.4,54.5
Grenoble Ecole de Management,/universities/grenoble-ecole-de-management/grenoble-ecole-de-management,Europe,France,Grenoble,https://www.topuniversities.com/sites/default/files/profiles/logos/grenoble-ecole-de-management-grenoble-gsb_592560cf2aeae70239af5883_small.jpg,55.5,96,,False,False,121-130,65,111-120,101-110,99,45.9,73.3,49.4,74.2,57.8
