University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,International Research Network Rank,Inbound Exchange Rank,Papers per Faculty Rank,Employer Reputation Rank,Faculty Student Ratio Rank,International Students Rank,Citations per Paper Rank,International Faculty Rank,Academic Reputation Rank,Faculty Staff with PhD Rank,Outbound Exchange Rank,International Research Network Score,Inbound Exchange Score,Papers per Faculty Score,Employer Reputation Score,Faculty Student Ratio Score,International Students Score,Citations per Paper Score,International Faculty Score,Academic Reputation Score,Faculty Staff with PhD Score,Outbound Exchange Score
Universiti Tenaga Nasional (UNITEN),/universities/universiti-tenaga-nasional-uniten,Asia,Malaysia,Kajang,https://www.topuniversities.com/sites/default/files/universiti-tenaga-nasional-uniten_592560cf2aeae70239af4d97_small.jpg,30.5,164,,False,False,177,89,219,162,122,46,301+,301+,251+,301+,46,38.7,55.6,26.8,25.4,63.5,73.3,12.4,13.6,16,1,85
Iran University of Science and Technology,/universities/iran-university-science-technology,Asia,Iran,Tehran,https://www.topuniversities.com/sites/default/files/iran-university-of-science-and-technology_592560cf2aeae70239af4e57_small.jpg,30.2,165,,False,False,87,301+,23,121,301+,301+,200,n/a,251+,n/a,301+,72.7,2.6,95.4,38.3,2.5,3.7,34.9,n/a,14.7,n/a,1.9
Chongqing University,/universities/chongqing-university,Asia,China (Mainland),Chongqing,https://www.topuniversities.com/sites/default/files/chongqing-university_873_small.jpg,30,166,,False,False,84,301+,98,251+,301+,301+,115,171,228,222,274,73.5,1.8,63,6.9,14.4,7.3,58.4,32.3,18.2,37.9,14.6
"Lingnan University, Hong Kong",/universities/lingnan-university-hong-kong,Asia,Hong Kong SAR,Hong Kong,https://www.topuniversities.com/sites/default/files/lingnan-university-hong-kong_894_small.jpg,30,167,6,False,False,301+,29,260,251+,301+,20,256,9,203,146,22,5.5,96.5,22.4,14,15.3,98.5,23.4,100,20.6,70.4,99.1
"University of Agriculture, Faisalabad ",/universities/university-agriculture-faisalabad,Asia,Pakistan,Faisalabad,https://www.topuniversities.com/sites/default/files/university-of-agriculture-faisalabad_776_small.jpg,30,168,,False,False,59,301+,143,187,301+,301+,47,301+,251+,301+,301+,84.8,1.1,41.1,21.6,1.6,1.6,85,7.1,13.1,2.8,1.4
Nagasaki University,/universities/nagasaki-university,Asia,Japan,Nagasaki City,https://www.topuniversities.com/sites/default/files/nagasaki-university_592560cf2aeae70239af4c2d_small.jpg,29.9,169,,False,False,82,237,301+,251+,57,273,301+,301+,251+,165,155,74.1,14.1,14.3,3.7,88.5,15,4.6,15.5,15.3,63.2,29.9
Bharathiar University,/universities/bharathiar-university-coimbatore,Asia,India,Coimbatore,https://www.topuniversities.com/sites/default/files/bharathiar-university_592560e19988f300e2320ef0_small.jpg,29.7,170,,False,False,207,115,6,251+,27,301+,301+,n/a,251+,145,167,31.7,40.1,99.9,2.4,96.2,3.8,12.7,n/a,9,70.5,28.3
Universiti Pendidikan Sultan Idris (UPSI),/universities/universiti-pendidikan-sultan-idris-upsi,Asia,Malaysia,Tanjong Malim,https://www.topuniversities.com/sites/default/files/universiti-pendidikan-sultan-idris-upsi_592560cf2aeae70239af5245_small.jpg,29.7,171,5,False,False,301+,25,301+,195,245,76,301+,123,166,80,44,6.5,98.9,6.9,21.1,30.6,54.4,1.6,42.8,24.9,92.2,86.9
Chiba University,/universities/chiba-university,Asia,Japan,Chiba City,https://www.topuniversities.com/sites/default/files/chiba-university_119_small.jpg,29.2,172,,False,False,201,301+,247,228,110,238,301+,280,119,283,301+,33.9,3.3,23.8,16.9,65.5,18.1,6.3,17.9,33.8,15.5,3.6
National Chung Cheng University,/universities/national-chung-cheng-university,Asia,Taiwan,Minxiong Township,https://www.topuniversities.com/sites/default/files/national-chung-cheng-university_592560cf2aeae70239af4f28_small.jpg,29.1,173,,False,False,301+,67,301+,119,301+,293,301+,301+,153,156,88,6,75.2,10.9,39.2,20,14,5.2,10.7,27.1,67.1,61.5
Soochow University,/universities/soochow-university,Asia,China (Mainland),Suzhou,https://www.topuniversities.com/sites/default/files/soochow-university_592560cf2aeae70239af4dfa_small.jpg,29.1,174,,False,False,92,301+,210,251+,301+,301+,14,301+,251+,301+,177,71.2,8.7,28.6,4.3,18.4,9.4,99.3,16,13.9,3.2,26.5
University of Seoul ,/universities/university-seoul,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/university-of-seoul_1113_small.jpg,29.1,175,,False,False,301+,137,301+,199,158,219,202,301+,154,190,241,15.2,30.2,10.7,20.6,50.8,20.2,33.8,7.2,26.9,49.5,17.8
China University of Geosciences,/universities/china-university-geosciences,Asia,China (Mainland),Wuhan,https://www.topuniversities.com/sites/default/files/china-university-of-geosciences_2006_small.jpg,28.8,176,,False,False,42,298,223,251+,128,301+,150,301+,251+,301+,165,90.3,9.1,26.5,2.4,61.3,10.2,49.2,2.7,11.9,1,28.3
Diponegoro University,/universities/diponegoro-university,Asia,Indonesia,Semarang,https://www.topuniversities.com/sites/default/files/diponegoro-university_592560cf2aeae70239af4b23_small.jpg,28.8,177,,False,False,301+,172,301+,96,255,301+,301+,113,110,301+,210,4.7,22.8,5.7,47,29.2,9.6,1,45.6,36.7,1,21.5
Anna University,/universities/anna-university,Asia,India,Chennai,https://www.topuniversities.com/sites/default/files/anna-university_592560cf2aeae70239af4e05_small.jpg,28.7,178,,False,False,27,301+,1,226,301+,301+,301+,n/a,209,229,301+,94.1,1,100,17.1,5.6,3.5,3.4,n/a,19.8,36.1,1.2
University of Engineering & Technology (UET) Lahore,/universities/university-engineering-technology-uet-lahore,Asia,Pakistan,Lahore,https://www.topuniversities.com/sites/default/files/university-of-engineering-technology-uet-lahore_592560cf2aeae70239af4d82_small.jpg,28.7,179,,False,False,220,301+,301+,65,301+,301+,294,301+,219,301+,301+,29.3,1.2,10.4,66.2,18.9,12.7,18.9,1.3,19.1,1,1.7
University of Santo Tomas,/universities/university-santo-tomas,Asia,Philippines,Manila,https://www.topuniversities.com/sites/default/files/university-of-santo-tomas_592560cf2aeae70239af4ca8_small.jpg,28.7,180,5,False,False,301+,51,301+,92,301+,172,301+,60,173,301+,11,2.6,84.1,1.9,50.6,17.2,26.8,1.5,68.4,24.2,1,100
Macau University of Science and Technology,/universities/macau-university-science-technology,Asia,Macau SAR,Macau,https://www.topuniversities.com/sites/default/files/macau-university-of-science-and-technology_592560cf2aeae70239af5a46_small.jpg,28.3,181,,False,False,203,154,232,251+,301+,1,23,1,251+,266,301+,32.7,25.9,25.8,8,4.7,100,97.8,100,9.7,21.2,9.3
Lanzhou University,/universities/lanzhou-university,Asia,China (Mainland),Lanzhou,https://www.topuniversities.com/sites/default/files/lanzhou-university_592560cf2aeae70239af4df2_small.jpg,28.2,182,,False,False,74,301+,185,251+,253,301+,81,301+,231,301+,301+,80.1,3,31.8,3.9,29.5,4.1,69.7,5.2,17.9,1.1,5.1
Shiraz University,/universities/shiraz-university,Asia,Iran,Shiraz,https://www.topuniversities.com/sites/default/files/shiraz-university_592560cf2aeae70239af4e60_small.jpg,28.1,183,,False,False,127,301+,94,180,301+,301+,232,301+,251+,20,301+,58.9,2.1,64.7,23.2,5.4,5.1,26.7,1.5,12.8,100,1.5
Chungnam National University,/universities/chungnam-national-university,Asia,South Korea,Daejeon,https://www.topuniversities.com/sites/default/files/chungnam-national-university_592560cf2aeae70239af4b02_small.jpg,27.9,184,,False,False,272,74,267,238,155,135,301+,262,163,195,220,20.9,65.6,21.8,16.4,51.2,32.6,7.7,19.3,25.6,47.6,19.9
Amity University,/universities/amity-university,Asia,India,Noida,https://www.topuniversities.com/sites/default/files/amity-university_592560cf2aeae70239af563b_small.jpg,27.8,185,,False,False,53,268,217,251+,301+,85,301+,301+,208,257,19,87.7,11.2,27.2,14.3,11,51.9,2.1,8.9,19.9,25,99.5
Bangladesh University of Engineering and Technology,/universities/bangladesh-university-engineering-technology,Asia,Bangladesh,Dhaka,https://www.topuniversities.com/sites/default/files/bangladesh-university-of-engineering-and-technology_592560cf2aeae70239af4dd7_small.jpg,27.7,186,,False,False,301+,301+,251,89,301+,301+,301+,n/a,129,301+,301+,10.9,1.4,23.4,53.2,18.6,1.2,11.6,n/a,31.7,2.1,1.4
Ferdowsi University of Mashhad,/universities/ferdowsi-university-mashhad,Asia,Iran,Mashhad,https://www.topuniversities.com/sites/default/files/ferdowsi-university-of-mashhad_592560cf2aeae70239af4e55_small.jpg,27.7,187,,False,False,62,301+,144,200,301+,176,301+,301+,251+,69,301+,83.7,1.1,40.9,20.4,3.6,25.8,14.6,2,13,94.7,1.1
University of Calcutta,/universities/university-calcutta,Asia,India,Kolkata,https://www.topuniversities.com/sites/default/files/university-of-calcutta_592560cf2aeae70239af4ad4_small.jpg,27.7,188,,False,False,169,301+,111,251+,301+,301+,301+,94,128,44,301+,40.7,1,52.8,10.2,5.9,1.7,3.4,50.1,31.9,100,3
"Vietnam National University, Hanoi ",/universities/vietnam-national-university-hanoi,Asia,Vietnam,Hanoi,https://www.topuniversities.com/sites/default/files/vietnam-national-university-hanoi-_592560cf2aeae70239af523a_small.jpg,27.7,189,,False,False,89,301+,301+,131,301+,301+,301+,301+,147,301+,301+,71.9,4.3,3.4,34.2,8.3,2.2,16.8,11.3,27.7,2,5.6
Isfahan University of Technology,/universities/isfahan-university-technology,Asia,Iran,Isfahan,https://www.topuniversities.com/sites/default/files/isfahan-university-of-technology_592560cf2aeae70239af4e5a_small.jpg,27.6,190,,False,False,152,301+,53,104,301+,n/a,157,n/a,251+,n/a,301+,47.6,1.1,80.5,43.8,5.7,n/a,46.1,n/a,9.2,n/a,1.1
North South University,/universities/north-south-university,Asia,Bangladesh,Dhaka,https://www.topuniversities.com/sites/default/files/north-south-university_592560cf2aeae70239af4de2_small.jpg,27.6,191,,False,False,301+,301+,301+,62,301+,301+,301+,200,165,301+,153,5.8,5.4,5.1,68,6.8,7.8,10.1,27.6,25.3,1.1,30
East China University of Science and Technology,/universities/east-china-university-science-technology,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/east-china-university-of-science-and-technology_876_small.jpg,27.4,192,,False,False,188,301+,132,251+,301+,301+,66,301+,247,141,261,36.6,2.4,46.9,5.1,14.2,5.3,77.6,6,16.4,71.6,15.6
China Agricultural University ,/universities/china-agricultural-university,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/china-agricultural-university_872_small.jpg,27.3,193,,False,False,168,301+,77,251+,301+,301+,116,301+,204,211,301+,41.3,1.3,71.2,3.9,22,4.1,58.1,7.9,20.6,41.5,9.5
University of Electronic Science and Technology of China,/universities/university-electronic-science-technology-china,Asia,China (Mainland),Chengdu,https://www.topuniversities.com/sites/default/files/university-of-electronic-science-and-technology-of-china_2009_small.jpg,27.1,194,,False,False,54,301+,24,251+,301+,301+,155,301+,251+,301+,90,87.1,1.2,94.6,5.2,9.1,9,47.4,7.7,10,1,58.9
Zhengzhou University,/universities/zhengzhou-university,Asia,China (Mainland),Zhengzhou,https://www.topuniversities.com/sites/default/files/zhengzhou-university_592560cf2aeae70239af4e00_small.jpg,27,195,,False,False,147,301+,282,148,301+,301+,46,n/a,251+,301+,301+,49.3,1.1,20.7,29.8,4.9,8.2,86.4,n/a,12.2,1.2,1.2
Universiti Malaysia Terengganu (UMT),/universities/universiti-malaysia-terengganu-umt,Asia,Malaysia,Kuala Terengganu,https://www.topuniversities.com/sites/default/files/universiti-malaysia-terengganu-umt_1987_small.jpg,26.9,196,,False,False,117,98,216,251+,301+,197,301+,190,198,160,81,62.8,51.3,27.2,9,11.7,22.6,4.4,29.1,21.4,65.8,63.6
Khon Kaen University,/universities/khon-kaen-university,Asia,Thailand,Khon Kaen,https://www.topuniversities.com/sites/default/files/khon-kaen-university_592560cf2aeae70239af4bc1_small.jpg,26.8,197,4,False,False,167,253,301+,184,301+,301+,301+,301+,120,157,301+,41.4,12.6,9.9,22.4,8.6,9.1,3.1,16.5,33.2,66.9,10.2
Banaras Hindu University,/universities/banaras-hindu-university,Asia,India,Varanasi,https://www.topuniversities.com/sites/default/files/banaras-hindu-university_592560cf2aeae70239af4e08_small.jpg,26.6,198,,False,False,73,301+,301+,251+,301+,301+,301+,301+,161,213,301+,80.1,1.6,13.6,12.4,20.6,4.5,13.1,1.6,26,41.3,2.1
Lincoln University College,/universities/lincoln-university-college,Asia,Malaysia,Petaling Jaya,https://www.topuniversities.com/sites/default/files/lincoln-university-college_5d10a20e5c52f348b43fbc8a_small.jpg,26.6,199,,False,False,301+,5,301+,233,193,14,301+,23,251+,223,17,1,100,2.3,16.6,40.6,99.9,3.9,99.5,16,37.2,99.6
Osaka Metropolitan University,/universities/osaka-metropolitan-university,Asia,Japan,Osaka,https://www.topuniversities.com/sites/default/files/230711044707am750078QS1maincolor-001-symbol-48x48.jpg,26.6,200,,False,False,235,301+,301+,175,115,301+,301+,301+,146,301+,301+,26.3,1.2,16.6,23.8,64.8,12.6,5.5,11.7,27.8,6.9,1.3
University of Tabriz,/universities/university-tabriz,Asia,Iran,Tabriz,https://www.topuniversities.com/sites/default/files/university-of-tabriz_592560cf2aeae70239af4e62_small.jpg,26.6,201,,False,False,37,301+,96,251+,301+,301+,117,301+,251+,n/a,301+,91.2,1.1,63.8,12.7,3.4,11.1,57.9,2.8,10.9,n/a,1.1
Khoja Akhmet Yassawi International Kazakh-Turkish University,/universities/khoja-akhmet-yassawi-international-kazakh-turkish-university,Asia,Kazakhstan,Turkestan,https://www.topuniversities.com/sites/default/files/khoja-akhmet-yassawi-international-kazakh-turkish-university_592560cf2aeae70239af5981_small.jpg,26.4,202,,False,False,301+,301+,301+,139,136,105,301+,255,122,301+,301+,1.2,2.5,2.2,32.1,59.2,45.3,1,20,33,1,3.2
Kanazawa University,/universities/kanazawa-university,Asia,Japan,Kanazawa,https://www.topuniversities.com/sites/default/files/kanazawa-university_592560cf2aeae70239af4bb7_small.jpg,26.2,203,,False,False,205,301+,239,251+,104,221,301+,240,207,147,301+,32.4,2.1,24.6,8.1,66.4,20.1,8.1,21.5,20,69.8,5
Nanjing University of Science and Technology,/universities/nanjing-university-science-technology,Asia,China (Mainland),Nanjing,https://www.topuniversities.com/sites/default/files/nanjing-university-of-science-and-technology_592560cf2aeae70239af525a_small.jpg,26.2,204,,False,False,165,193,51,251+,301+,301+,166,301+,251+,135,101,41.9,20.2,81,3.9,13.4,10.7,43.8,13.1,11.5,73.1,52.2
Jamia Millia Islamia,/universities/jamia-millia-islamia,Asia,India,New Delhi,https://www.topuniversities.com/sites/default/files/jamia-millia-islamia-new-delhi_592560e19988f300e2320f1d_small.jpg,26.1,205,,False,False,229,281,242,251+,202,301+,146,301+,225,127,301+,28.1,10.3,24.2,4.6,38.6,13,50.2,8.1,18.6,75.4,8.7
Karaganda Buketov University,/universities/karaganda-buketov-university,Asia,Kazakhstan,Karaganda,https://www.topuniversities.com/sites/default/files/academician-y.a.-buketov-karaganda-university_592560cf2aeae70239af52e9_small.jpg,26.1,206,4,False,False,301+,185,301+,136,191,217,301+,116,134,301+,56,1,21.5,1.9,32.7,41.6,20.3,1.1,44.7,29.7,1,80.1
Universitas Brawijaya ,/universities/universitas-brawijaya,Asia,Indonesia,Malang,https://www.topuniversities.com/sites/default/files/university-of-brawijaya_761_small.jpg,26,207,,False,False,301+,290,301+,95,301+,301+,301+,301+,113,301+,223,8.6,9.7,4.5,48,12.9,3.6,1,14.9,35.9,1,19.8
Wuhan University of Technology,/universities/wuhan-university-technology,Asia,China (Mainland),Wuhan,https://www.topuniversities.com/sites/default/files/wuhan-university-of-technology_890_small.jpg,26,208,,False,False,96,301+,191,251+,301+,301+,58,301+,251+,301+,301+,69.4,2.6,30.8,4.1,13.1,9,80.6,8,15.1,1.5,9.7
"Manipal Academy of Higher Education, Manipal, Karnataka, India",/universities/manipal-academy-higher-education-manipal-karnataka-india,Asia,India,Manipal,https://www.topuniversities.com/sites/default/files/manipal-academy-of-higher-education_592560cf2aeae70239af4e15_small.jpg,25.9,209,,False,False,78,301+,301+,251+,153,191,301+,301+,200,301+,301+,76.4,3.4,11.1,14,51.3,23.9,2.7,3,21.2,5.6,4.6
Savitribai Phule Pune University,/universities/savitribai-phule-pune-university,Asia,India,Pune,https://www.topuniversities.com/sites/default/files/university-of-pune_592560cf2aeae70239af4c80_small.jpg,25.9,210,,False,False,178,301+,58,209,121,301+,301+,301+,241,301+,301+,38.5,1,75.5,18.9,63.5,11.6,2.8,1.5,17.1,7.8,1.1
University of Ulsan ,/universities/university-ulsan,Asia,South Korea,Ulsan,https://www.topuniversities.com/sites/default/files/university-of-ulsan_1111_small.jpg,25.9,211,,False,False,249,301+,175,251+,131,301+,138,301+,251+,185,301+,24.6,3,34.1,4.3,60.5,11.9,51.4,5.3,15.4,52.3,1.6
Asia Pacific University of Technology and Innovation (APU) Malaysia,/universities/asia-pacific-university-technology-innovation-apu-malaysia,Asia,Malaysia,Kuala Lumpur,https://www.topuniversities.com/sites/default/files/asia-pacific-university-of-technology-and-innovation-apu_592560e79988f300e2322131_small.jpg,25.4,212,6,False,False,301+,4,301+,214,148,6,301+,26,251+,301+,24,1.7,100,3,18.1,52.8,100,1.3,97.1,13.8,1,99
Shoolini University of Biotechnology and Management Sciences,/universities/shoolini-university-biotechnology-management-sciences,Asia,India,Solan,https://www.topuniversities.com/sites/default/files/shoolini-university-of-biotechnology-and-management-sciences_5b278febcb4de72fdd143864_small.jpg,25.4,213,,False,False,222,301+,272,207,301+,301+,5,127,251+,301+,301+,28.8,1.8,21.5,18.9,9.2,4.5,99.9,40.9,11.6,1.4,3.6
"Birla Institute of Technology and Science, Pilani",/universities/birla-institute-technology-science-pilani,Asia,India,Pilani,https://www.topuniversities.com/sites/default/files/birla-institute-of-technology-and-science-pilani_592560cf2aeae70239af4e0e_small.jpg,25.2,214,,False,False,214,301+,208,158,301+,301+,301+,301+,211,78,266,30.3,1.1,28.9,26.6,8.8,8.7,13.2,3.3,19.7,92.7,15
Nanjing Normal University,/universities/nanjing-normal-university,Asia,China (Mainland),Nanjing,https://www.topuniversities.com/sites/default/files/nanjing-normal-university_592560cf2aeae70239af525d_small.jpg,25.2,215,,False,False,116,301+,301+,251+,301+,259,36,n/a,251+,301+,200,62.9,1.6,15.8,2.6,18.2,16.2,91.6,n/a,11.4,5.3,23.1
The University of Lahore,/universities/university-lahore,Asia,Pakistan,Lahore,https://www.topuniversities.com/sites/default/files/the-university-of-lahore_592560cf2aeae70239af4bda_small.jpg,25.2,216,,False,False,119,301+,301+,143,301+,301+,254,301+,206,301+,301+,60.9,1.1,5.2,31.2,18.5,8.5,23.6,6.7,20.1,1,1.1
UPES,/universities/upes,Asia,India,Dehradun,https://www.topuniversities.com/sites/default/files/230206030830am237475upes-logo-200px-48x48.jpg,25.1,217,,False,False,287,301+,301+,251+,182,301+,301+,147,83,301+,301+,19.2,1.9,6.2,9.7,43.5,1.7,2.2,36.3,44.1,1,6.7
Yangzhou University,/universities/yangzhou-university,Asia,China (Mainland),Yangzhou,https://www.topuniversities.com/sites/default/files/yangzhou-university_592560cf2aeae70239af5293_small.jpg,24.9,218,,False,False,136,301+,301+,251+,199,208,57,301+,251+,301+,66,53.6,4.4,14.7,1.9,39.1,21.1,81,12.4,5.4,1.2,75
Indian Statistical Institute,/universities/indian-statistical-institute,Asia,India,"Kolkata, Bangalore, Delhi",https://www.topuniversities.com/sites/default/files/indian-statistical-institute_908_small.jpg,24.8,219,,False,False,240,301+,71,251+,9,n/a,301+,n/a,248,n/a,301+,25.6,1,72.8,6.4,99.9,n/a,4.9,n/a,16.4,n/a,1.1
Viet Nam National University Ho Chi Minh City (VNU-HCM),/universities/viet-nam-national-university-ho-chi-minh-city-vnu-hcm,Asia,Vietnam,Ho Chi Minh City,https://www.topuniversities.com/sites/default/files/vietnam-national-university-ho-chi-minh-city-vnu-hcm_592560cf2aeae70239af4d92_small.jpg,24.8,220,,False,False,208,301+,301+,113,301+,301+,301+,301+,118,301+,301+,31.7,1.7,3.8,40.9,4.5,2.3,3.8,6.1,33.9,1,1
INTI International University,/universities/inti-international-university,Asia,Malaysia,Nilai,https://www.topuniversities.com/sites/default/files/inti-international-university-colleges_592560e49988f300e2321830_small.jpg,24.7,221,,False,False,301+,1,301+,155,203,23,301+,38,251+,301+,28,1,100,2.8,27.5,38.1,97.2,3,82.3,11.6,1,96.3
The Catholic University of Korea ,/universities/catholic-university-korea,Asia,South Korea,Gyeonggi,https://www.topuniversities.com/sites/default/files/the-catholic-university-of-korea-_592560cf2aeae70239af4ed7_small.jpg,24.7,222,,False,False,301+,178,279,251+,13,140,301+,301+,251+,75,195,2.2,21.9,20.8,4.6,99.6,32,13.8,7.6,8.2,93.3,23.6
Bina Nusantara University (BINUS),/universities/bina-nusantara-university-binus,Asia,Indonesia,Jakarta,https://www.topuniversities.com/sites/default/files/bina-nusantara-university-binus_937_small.jpg,24.6,223,5,False,False,301+,38,301+,156,295,262,301+,96,174,301+,10,4.5,92.5,15.1,26.8,22.8,16,1,49.6,24.2,1,100
Prince of Songkla University,/universities/prince-songkla-university,Asia,Thailand,Hat Yai,https://www.topuniversities.com/sites/default/files/prince-of-songkla-university_507_small.jpg,24.6,224,4,False,False,153,301+,301+,251+,301+,301+,301+,301+,100,301+,301+,46.8,2.4,6.2,13,18,5.8,4.8,11.6,39.7,7,2
Beijing Jiaotong University,/universities/beijing-jiaotong-university,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/beijing-jiaotong-university_592560cf2aeae70239af525e_small.jpg,24.3,225,,False,False,196,301+,116,251+,301+,137,301+,301+,195,239,32,34.5,8.1,50.9,9.6,17.5,32.3,9.8,12,21.5,33.1,94.7
Yeungnam University ,/universities/yeungnam-university,Asia,South Korea,Gyeongsan,https://www.topuniversities.com/sites/default/files/yeungnam-university-_592560cf2aeae70239af4ee0_small.jpg,24.1,226,,False,False,200,301+,285,251+,301+,209,79,64,251+,237,301+,34.1,6.5,20.2,6,15.6,21,72,66.8,12.4,33.4,2.1
Jadavpur University,/universities/jadavpur-university,Asia,India,Kolkata,https://www.topuniversities.com/sites/default/files/jadavpur-university_592560cf2aeae70239af4e11_small.jpg,23.6,227,,False,False,171,301+,82,251+,301+,301+,301+,n/a,123,270,301+,40,1.1,70.3,9.7,6.7,1.3,6.4,n/a,33,19.4,1.1
Kumamoto University,/universities/kumamoto-university,Asia,Japan,Kumamoto City,https://www.topuniversities.com/sites/default/files/kumamoto-university_326_small.jpg,23.6,228,,False,False,173,100,263,251+,127,301+,301+,301+,245,255,301+,39.4,49.9,22.2,5.6,61.5,12.1,11.8,14.1,16.6,26.4,1.7
University of Hyderabad,/universities/university-hyderabad,Asia,India,Hyderabad,https://www.topuniversities.com/sites/default/files/university-of-hyderabad_592560cf2aeae70239af4d86_small.jpg,23.6,229,,False,False,299,301+,109,251+,301+,301+,301+,301+,167,48,301+,17.5,1,54.9,5.1,17.9,6.2,16.6,3.8,24.9,99.8,1.1
China University of Political Science and Law,/universities/china-university-political-science-law,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/china-university-of-political-science-and-law_2021_small.jpg,23.5,230,,False,False,301+,133,301+,99,301+,301+,301+,301+,251+,59,21,2.2,31.6,1.6,46.3,8.9,3.9,1.6,9.3,8.6,96.7,99.2
Asia University Taiwan,/universities/asia-university-taiwan,Asia,Taiwan,Taichung City,https://www.topuniversities.com/sites/default/files/asia-university-taiwan_592560df9988f300e2320a10_small.jpg,23.4,231,,False,False,81,301+,112,251+,301+,301+,169,236,251+,269,301+,74.6,5.6,52.3,3.4,3.4,12.5,42.2,22.1,13.2,19.5,10.5
Multimedia University (MMU),/universities/multimedia-university-mmu,Asia,Malaysia,Cyberjaya,https://www.topuniversities.com/sites/default/files/220119022349am772793MMU-new-48x48.jpg,23.3,232,,False,False,301+,24,301+,141,301+,78,301+,156,217,301+,122,13.1,99,13.3,31.9,10.6,54,4.4,35.2,19.4,1.4,41.9
Northwest Agriculture and Forestry University,/universities/northwest-agriculture-forestry-university,Asia,China (Mainland),Yangling,https://www.topuniversities.com/sites/default/files/northwest-agriculture-and-forestry-university_592560cf2aeae70239af4df6_small.jpg,23.2,233,,False,False,134,301+,224,251+,225,301+,90,301+,251+,301+,301+,54.8,2.1,26.4,2.2,33.4,3.5,67,6.9,11.5,2.6,7.1
Sophia University ,/universities/sophia-university,Asia,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/sophia-university-_592560cf2aeae70239af4e86_small.jpg,23.2,234,,False,False,301+,217,301+,126,286,129,301+,74,164,301+,226,3,17,3.8,35.5,24,35.2,3.8,61.7,25.3,1,19.2
Chang Gung University,/universities/chang-gung-university,Asia,Taiwan,Taoyuan City,https://www.topuniversities.com/sites/default/files/chang-gung-university_1187_small.jpg,23.1,235,,False,False,301+,301+,110,251+,84,256,246,301+,251+,301+,301+,16.7,6.4,54.2,8.8,75.5,16.5,24.8,10.1,12.8,6.8,1.9
Jiangnan University,/universities/jiangnan-university,Asia,China (Mainland),Wuxi,https://www.topuniversities.com/sites/default/files/jiangnan-university_592560cf2aeae70239af527c_small.jpg,23.1,236,,False,False,133,301+,221,251+,273,301+,148,301+,251+,301+,278,56.1,2.8,26.7,12.8,26,4.4,49.9,3.8,11.6,1.1,14.2
Babol Noshirvani University of Technology,/universities/babol-noshirvani-university-technology,Asia,Iran,Babol,https://www.topuniversities.com/sites/default/files/220201060415am919228LOGO-NIT-48x48.jpg,22.9,237,,False,False,290,301+,39,251+,301+,301+,15,n/a,251+,192,301+,18.9,1.1,86,4.7,2.8,5.2,99.3,n/a,3.8,48.4,1.1
Aga Khan University,/universities/aga-khan-university,Asia,Pakistan,Karachi,https://www.topuniversities.com/sites/default/files/aga-khan-university_592560cf2aeae70239af532d_small.jpg,22.8,238,,False,False,216,301+,301+,249,1,301+,301+,301+,251+,301+,301+,29.9,1.1,12.4,15.1,100,3.5,12.1,2,9.6,1,1.1
Beijing University of Technology,/universities/beijing-university-technology,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/beijing-university-of-technology_2012_small.jpg,22.8,239,,False,False,260,292,155,251+,165,301+,277,301+,230,243,228,22.7,9.5,38.3,8.8,47.6,10.2,20.2,11.4,18.1,31.9,18.9
Sungshin Women's University,/universities/sungshin-womens-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/211027112730am452034Webp.net-resizeimage-2021-10-27T142722.646-48x48.jpg,22.8,240,,False,False,301+,112,301+,236,42,272,301+,301+,251+,301+,60,1.2,42,1.5,16.5,92.1,15.1,7.8,6.1,12.6,2.6,79.1
Qingdao University,/universities/qingdao-university,Asia,China (Mainland),Qingdao,https://www.topuniversities.com/sites/default/files/210705085004am885158%E6%A0%A1%E5%BE%BD-48x48.jpg,22.7,241,,False,False,109,301+,203,251+,301+,301+,54,301+,251+,301+,298,65.7,2.6,29.5,2.7,12,5.2,81.6,7.9,6.3,7,12.4
Yokohama National University,/universities/yokohama-national-university,Asia,Japan,Yokohama City,https://www.topuniversities.com/sites/default/files/yokohama-national-university_592560cf2aeae70239af4d33_small.jpg,22.7,242,,False,False,230,144,249,137,301+,155,301+,248,205,301+,301+,27.9,29.5,23.5,32.5,18.3,29.5,2.9,20.7,20.6,1.7,2.1
Okayama University,/universities/okayama-university,Asia,Japan,Okayama City,https://www.topuniversities.com/sites/default/files/okayama-university_592560cf2aeae70239af4c55_small.jpg,22.6,243,,False,False,162,301+,291,251+,103,202,301+,301+,220,301+,301+,43.5,3.5,19.4,7.2,67.7,21.5,5,13.3,19.1,1.2,1.9
