University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,International Research Network Rank,Inbound Exchange Rank,Papers per Faculty Rank,Employer Reputation Rank,Faculty Student Ratio Rank,International Students Rank,Citations per Paper Rank,International Faculty Rank,Academic Reputation Rank,Faculty Staff with PhD Rank,Outbound Exchange Rank,International Research Network Score,Inbound Exchange Score,Papers per Faculty Score,Employer Reputation Score,Faculty Student Ratio Score,International Students Score,Citations per Paper Score,International Faculty Score,Academic Reputation Score,Faculty Staff with PhD Score,Outbound Exchange Score
Lovely Professional University (LPU),/universities/lovely-professional-university-lpu,Asia,India,Chaheru,https://www.topuniversities.com/sites/default/files/Logo-2-48x48.jpg,n/a,321,,False,False,144,194,301+,217,301+,237,301+,251,251+,301+,252,50.7,20.1,6.7,17.8,13.1,18.2,6.8,20.3,12.1,1,16.4
NJSC KIMEP University,/universities/njsc-kimep-university,Asia,Kazakhstan,Almaty,https://www.topuniversities.com/sites/default/files/kimep-university_592560cf2aeae70239af52ea_small.jpg,n/a,322,,False,False,301+,219,301+,185,301+,96,301+,35,251+,301+,73,1.1,16.7,6.8,22,16.8,48.4,11.3,92.7,13.3,1,66
Nagaoka University of Technology,/universities/nagaoka-university-technology,Asia,Japan,Nagaoka,https://www.topuniversities.com/sites/default/files/nagaoka-university-of-technology_592560cf2aeae70239af5607_small.jpg,n/a,323,,False,False,301+,254,95,251+,236,106,301+,295,251+,98,120,4.3,12.6,64,3.1,31.8,45.1,3.5,16.8,5.1,86.9,42.6
Nara Institute of Science and Technology ,/universities/nara-institute-science-technology,Asia,Japan,Nara City,https://www.topuniversities.com/sites/default/files/nara-institute-of-science-and-technology-_592560cf2aeae70239af536a_small.jpg,n/a,324,,False,False,294,301+,3,251+,154,n/a,301+,n/a,251+,n/a,301+,18.4,1.1,100,4.2,51.2,n/a,6.1,n/a,12.5,n/a,1.1
"National Institute of Technology, Tiruchirappalli",/universities/national-institute-technology-tiruchirappalli,Asia,India,Tiruchirappalli,https://www.topuniversities.com/sites/default/files/national-institute-of-technology-tiruchirappalli_592560e19988f300e2320ebf_small.jpg,n/a,325,,False,False,288,301+,54,251+,301+,301+,301+,n/a,251+,91,301+,19.2,1,79.8,4.8,10,6.1,17.6,n/a,8.8,89.8,1.1
National Taiwan Ocean University,/universities/national-taiwan-ocean-university,Asia,Taiwan,Keelung City,https://www.topuniversities.com/sites/default/files/national-taiwan-ocean-university_592560cf2aeae70239af5249_small.jpg,n/a,326,4,False,False,301+,90,270,251+,301+,181,301+,301+,251+,83,301+,9.6,55.3,21.7,6,12.5,25.3,6.7,13.5,12.8,92,3.5
National University of Uzbekistan named after Mirzo Ulugbek,/universities/national-university-uzbekistan-named-after-mirzo-ulugbek,Asia,Uzbekistan,Tashkent,https://www.topuniversities.com/sites/default/files/national-university-of-uzbekistan-named-after-mirzo-ulugbek_5b9113029ed4196529279a36_small.jpg,n/a,327,4,False,False,301+,301+,301+,251+,301+,301+,301+,90,135,301+,301+,2.3,7.8,2.3,13.8,17.3,6,1.1,51.6,29.6,1,4.4
Niigata University,/universities/niigata-university,Asia,Japan,Niigata City,https://www.topuniversities.com/sites/default/files/niigata-university_592560cf2aeae70239af4c46_small.jpg,n/a,328,,False,False,301+,221,301+,251+,44,301+,301+,301+,251+,301+,301+,10,16.3,8.1,5.7,91.8,11.5,11.2,9.9,11.3,2.1,1.4
Northeast Normal University,/universities/northeast-normal-university,Asia,China (Mainland),Changchun,https://www.topuniversities.com/sites/default/files/northeast-normal-university_592560cf2aeae70239af527a_small.jpg,n/a,329,,False,False,301+,246,301+,251+,301+,292,63,301+,251+,254,293,8.9,13.2,17.7,1.9,11.4,14,78.6,5.2,7.4,26.5,12.9
Panjab University,/universities/panjab-university,Asia,India,Chandigarh,https://www.topuniversities.com/sites/default/files/panjab-university_592560cf2aeae70239af4e1c_small.jpg,n/a,330,,False,False,242,301+,205,251+,301+,301+,250,n/a,251+,244,301+,25.5,1.4,29.1,12.1,8.8,5,24,n/a,14.8,31.7,1.1
Pukyong National University ,/universities/pukyong-national-university,Asia,South Korea,Busan,https://www.topuniversities.com/sites/default/files/pukyong-national-university-_592560cf2aeae70239af4ec4_small.jpg,n/a,331,,False,False,262,301+,301+,251+,283,173,301+,301+,251+,194,301+,22,6.3,12.9,6.2,24.2,26.5,10.3,15.7,15.3,48,6.1
Rikkyo University,/universities/rikkyo-university,Asia,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/rikkyo-university_592560cf2aeae70239af5233_small.jpg,n/a,332,,False,False,301+,166,301+,188,301+,206,109,98,251+,301+,245,3.7,23.7,2.9,21.5,8.3,21.2,60.3,48.6,9.5,1,16.8
SEGi UNIVERSITY,/universities/segi-university,Asia,Malaysia,Petaling Jaya,https://www.topuniversities.com/sites/default/files/240116101816am638544SEGi-University-logo-48x48.jpg,n/a,333,6,False,False,301+,125,301+,251+,224,5,301+,56,251+,301+,84,1,35.8,3.3,13,33.9,100,1.4,70.3,8.1,1,62.8
Saveetha Institute of Medical And Technical Sciences (SIMATS),/universities/saveetha-institute-medical-technical-sciences-simats,Asia,India,Tiruvallur,https://www.topuniversities.com/sites/default/files/210703074535am738168download-48x48.jpg,n/a,334,4,False,False,301+,126,268,251+,223,301+,301+,31,251+,301+,26,14.8,35.8,21.8,2.2,34,8.5,1.4,95.9,10.3,1.1,96.9
Seoul National University of Science and Technology,/universities/seoul-national-university-science-technology,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/seoul-national-university-of-science-and-technology_592560e09988f300e2320bcd_small.jpg,n/a,335,,False,False,301+,103,301+,251+,301+,130,301+,212,242,197,191,4.3,49,17.7,7.5,17.4,35.1,12.6,25.5,17,46.1,24.4
Shanghai University of Traditional Chinese Medicine,/universities/shanghai-university-traditional-chinese-medicine,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/shanghai-university-of-traditional-chinese-medicine_5bfce73ff6383f2e39751eb6_small.jpg,n/a,336,,False,False,301+,301+,301+,251+,40,67,203,301+,251+,301+,301+,1.1,1.4,10.4,1.6,93.5,59.1,33.6,1.8,4.4,1.5,3.2
"Shiv Nadar University, NCR",/universities/shiv-nadar-university-ncr,Asia,India,Dadri,https://www.topuniversities.com/sites/default/files/211102111830am845257snuLogocss280-48x48.jpg,n/a,337,,False,False,301+,301+,301+,251+,150,301+,301+,273,251+,105,183,1.6,2.1,10.3,5.8,52.3,6,16,18.4,6.8,85.2,25.4
Soonchunhyang University ,/universities/soonchunhyang-university,Asia,South Korea,Asan,https://www.topuniversities.com/sites/default/files/soonchunhyang-university-_592560cf2aeae70239af4ed0_small.jpg,n/a,338,,False,False,301+,150,301+,251+,152,251,280,301+,251+,258,301+,4.3,27.1,11.3,10.4,51.5,17,19.8,13.7,10.3,24.8,5.1
Southwest University,/universities/southwest-university,Asia,China (Mainland),Chongqing,https://www.topuniversities.com/sites/default/files/southwest-university_592560cf2aeae70239af5272_small.jpg,n/a,339,,False,False,131,301+,301+,251+,301+,301+,110,301+,251+,301+,301+,56.8,1.1,12.8,2.7,13.7,4.7,60.1,2,9,3.5,1.2
Tamil Nadu Agricultural University,/universities/tamil-nadu-agricultural-university,Asia,India,Pudukkottai,https://www.topuniversities.com/sites/default/files/tamil-nadu-agricultural-university_592560e19988f300e2320f5e_small.jpg,n/a,340,,False,False,301+,301+,301+,251+,48,301+,301+,n/a,251+,28,301+,1.3,1.6,3.5,2.7,91,1.1,1.1,n/a,5.4,100,2
Telkom University,/universities/telkom-university,Asia,Indonesia,Bandung,https://www.topuniversities.com/sites/default/files/telkom-university_592560cf2aeae70239af4e4b_small.jpg,n/a,341,5,False,False,301+,156,301+,222,234,301+,301+,114,237,301+,55,1.1,25.7,4.5,17.4,31.9,12.1,1,44.9,17.4,1,80.5
Tunghai University,/universities/tunghai-university,Asia,Taiwan,Taichung City,https://www.topuniversities.com/sites/default/files/tunghai-university_592560cf2aeae70239af5248_small.jpg,n/a,342,,False,False,301+,54,301+,251+,301+,144,221,224,251+,224,259,6.6,80.4,7,11.8,5.4,31.1,29,23.7,13.8,37.2,15.8
Universitas Hasanuddin,/universities/universitas-hasanuddin,Asia,Indonesia,Makassar,https://www.topuniversities.com/sites/default/files/hasanuddin-university_592560cf2aeae70239af5384_small.jpg,n/a,343,,False,False,301+,198,301+,216,285,301+,301+,301+,143,301+,281,6.9,19.3,4.9,18,24,1.9,1,11,28.3,1.2,14
Universitas Sebelas Maret,/universities/universitas-sebelas-maret,Asia,Indonesia,Surakarta,https://www.topuniversities.com/sites/default/files/universitas-sebelas-maret_592560cf2aeae70239af4e43_small.jpg,n/a,344,4,False,False,301+,181,301+,205,301+,301+,301+,223,180,301+,114,4.8,21.7,6.4,19.1,20.2,6.2,1,23.8,23.7,1,46
University of Colombo,/universities/university-colombo,Asia,Sri Lanka,"Colombo,",https://www.topuniversities.com/sites/default/files/university-of-colombo_592560cf2aeae70239af4b0a_small.jpg,n/a,345,,False,False,301+,301+,301+,128,301+,301+,301+,301+,170,301+,301+,5.7,1.2,5.7,35.1,3,2.5,6.5,1.4,24.5,1,1.1
"University of Economics Ho Chi Minh City, Viet Nam",/universities/university-economics-ho-chi-minh-city-viet-nam,Asia,Vietnam,Ho Chi Minh City,https://www.topuniversities.com/sites/default/files/220112034159am170290logo-ueh-48x48.jpg,n/a,346,,False,False,301+,301+,301+,251+,301+,301+,33,137,251+,301+,301+,14.6,4.8,2.7,13.6,1.9,1.6,94.2,37.4,3.9,1,6.1
The University of Electro-Communications (UEC-Tokyo),/universities/university-electro-communications-uec-tokyo,Asia,Japan,Chōfu,https://www.topuniversities.com/sites/default/files/the-university-of-electro-communications-uec-tokyo_5aec77decb4de71cbf27fc3c_small.jpg,n/a,347,,False,False,301+,301+,75,251+,301+,269,301+,125,251+,66,301+,8.5,1.8,72.2,8,18.2,15.4,1.8,41.9,5.8,95.7,1.2
University of International Business and Economics,/universities/university-international-business-economics,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/university-of-international-business-and-economics_592560cf2aeae70239af5265_small.jpg,n/a,348,,False,False,301+,127,301+,251+,301+,58,68,284,251+,277,158,1.4,33.9,3.3,3.9,10.9,65.2,76.8,17.7,8.9,17.5,29.5
University of Karachi,/universities/university-karachi,Asia,Pakistan,Karachi,https://www.topuniversities.com/sites/default/files/university-of-karachi_592560cf2aeae70239af4d40_small.jpg,n/a,349,,False,False,193,301+,301+,151,301+,301+,301+,301+,189,301+,301+,35.2,1.1,10,28.3,1.6,1.4,4.8,8.8,22.1,1,1.1
Yokohama City University,/universities/yokohama-city-university,Asia,Japan,Yokohama City,https://www.topuniversities.com/sites/default/files/yokohama-city-university_592560cf2aeae70239af4d32_small.jpg,n/a,350,,False,False,301+,301+,301+,251+,20,301+,290,301+,251+,301+,301+,5.6,3.1,16.1,4.5,97.2,8,19.3,9.7,7.8,1.1,6.1
Abdul Wali Khan University Mardan,/universities/abdul-wali-khan-university-mardan,Asia,Pakistan,"Muslimabad, Mardan",https://www.topuniversities.com/sites/default/files/abdul-wali-khan-university-mardan_592560e89988f300e232219b_small.jpg,n/a,351,,False,False,192,301+,200,251+,301+,301+,99,n/a,251+,301+,301+,35.6,1.1,29.8,4.4,3.4,1.5,64.3,n/a,6.3,1,9.6
Air University Pakistan,/universities/air-university-pakistan,Asia,Pakistan,Islamabad,https://www.topuniversities.com/sites/default/files/air-university-pakistan_5a4d8b35acb29507b6261287_small.jpg,n/a,352,,False,False,301+,301+,301+,251+,82,301+,301+,301+,251+,301+,301+,14.2,1.1,3.9,9.8,76.5,2.3,7.4,1.6,7.5,1,1.6
Akita Prefectural University,/universities/akita-prefectural-university,Asia,Japan,Akita,https://www.topuniversities.com/sites/default/files/akita-prefectural-university_592560cf2aeae70239af51fe_small.jpg,n/a,353,,False,False,301+,301+,301+,251+,129,301+,301+,213,251+,74,301+,1,1.1,13.3,3.1,61,2.9,1.8,25.4,3.4,93.4,1.1
Akita University,/universities/akita-university,Asia,Japan,Akita,https://www.topuniversities.com/sites/default/files/akita-university_592560e29988f300e23210b9_small.jpg,n/a,354,,False,False,301+,301+,301+,251+,79,301+,301+,301+,251+,233,301+,2.5,4.3,8.4,8.1,77.4,10.8,2.2,14.2,8.1,33.6,1.7
Amrita Vishwa Vidyapeetham,/universities/amrita-vishwa-vidyapeetham,Asia,India,Amritapuri,https://www.topuniversities.com/sites/default/files/new-white-logo-with-bg-color-48x48.jpg,n/a,355,,False,False,301+,42,286,251+,262,301+,301+,70,251+,301+,218,17.4,90.8,20.2,7.5,28,4.7,1.4,63.7,11.1,1.7,20.5
Bahauddin Zakariya University ,/universities/bahauddin-zakariya-university,Asia,Pakistan,Multan,https://www.topuniversities.com/sites/default/files/bahauddin-zakariya-university-_592560cf2aeae70239af4d91_small.jpg,n/a,356,,False,False,191,301+,301+,251+,301+,301+,177,n/a,251+,301+,301+,35.9,1.1,15.7,10.9,1.8,1.1,40.5,n/a,12.2,1,1.1
China Pharmaceutical University,/universities/china-pharmaceutical-university,Asia,China (Mainland),Nanjing,https://www.topuniversities.com/sites/default/files/china-pharmaceutical-university_2039_small.jpg,n/a,357,,False,False,301+,230,140,251+,301+,301+,76,301+,251+,301+,203,7.1,14.6,43,2.4,5,4.7,74.5,3,6.1,2.7,22.9
"China University of Petroleum, Beijing",/universities/china-university-petroleum-beijing,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/china-university-of-petroleum_592560cf2aeae70239af5258_small.jpg,n/a,358,,False,False,301+,102,118,251+,301+,301+,174,301+,251+,273,301+,9.8,49.1,50.7,2.5,14,11.1,41.2,2.4,8.9,19.1,6.4
"Dhaka University of Engineering and Technology, Gazipur",/universities/dhaka-university-engineering-technology-gazipur,Asia,Bangladesh,Gazipur,https://www.topuniversities.com/sites/default/files/logo2-48x48.jpg,n/a,359,,False,False,301+,301+,301+,251+,281,301+,75,n/a,251+,301+,301+,1.3,1.4,4.4,8.3,24.6,1.1,74.7,n/a,6.9,1,1.4
Doshisha University,/universities/doshisha-university,Asia,Japan,Kyoto,https://www.topuniversities.com/sites/default/files/doshisha-university_592560cf2aeae70239af4b25_small.jpg,n/a,360,,False,False,301+,301+,301+,172,301+,288,301+,132,215,301+,301+,9.2,4.2,4.8,24.4,5.6,14.3,1.4,39,19.4,2.7,9.5
Feng Chia University,/universities/feng-chia-university,Asia,Taiwan,Taichung City,https://www.topuniversities.com/sites/default/files/feng-chia-university_592560cf2aeae70239af4a87_small.jpg,n/a,361,,False,False,301+,229,301+,235,301+,214,301+,301+,193,204,301+,3.3,14.8,13.2,16.6,4.7,20.4,5.3,9.2,21.7,44.1,4.6
Gachon University,/universities/gachon-university,Asia,South Korea,Seongnam,https://www.topuniversities.com/sites/default/files/230418071253am831029emblem-blue-48x48.jpg,n/a,362,,False,False,301+,301+,188,251+,301+,88,261,118,251+,129,301+,7.2,4.9,31.4,2.4,4.2,50.9,22.7,44.4,7.7,74.6,2.6
Gifu University,/universities/gifu-university,Asia,Japan,Gifu City,https://www.topuniversities.com/sites/default/files/gifu-university_592560cf2aeae70239af4b69_small.jpg,n/a,363,,False,False,301+,301+,300,251+,101,301+,301+,301+,251+,301+,301+,9.5,2.5,18.7,4.5,68.7,13.2,3.7,12.7,14.2,8.8,2.5
Gyeongsang National University,/universities/gyeongsang-national-university,Asia,South Korea,Jinju-si,https://www.topuniversities.com/sites/default/files/221115072418am948251logo-48x48.jpg,n/a,364,,False,False,211,301+,290,251+,301+,301+,301+,268,251+,71,301+,31.1,3.6,19.5,3.8,19.8,5.5,8.8,18.8,5.6,94,1.7
Hallym University ,/universities/hallym-university,Asia,South Korea,Chuncheon,https://www.topuniversities.com/sites/default/files/hallym-university_1053_small.jpg,n/a,365,,False,False,301+,177,301+,251+,25,301+,301+,301+,251+,301+,301+,4.6,22.1,13.3,3.4,96.3,9.3,8.5,9.8,6.3,1.2,7
Hohai University,/universities/hohai-university,Asia,China (Mainland),Nanjing,https://www.topuniversities.com/sites/default/files/hohai-university_592560cf2aeae70239af527b_small.jpg,n/a,366,,False,False,86,301+,250,251+,301+,301+,301+,301+,251+,301+,260,72.9,1.3,23.5,2.3,8.8,6.6,13.2,7.6,9.6,8.1,15.6
Hong Kong Shue Yan University,/universities/hong-kong-shue-yan-university,Asia,Hong Kong SAR,Hong Kong,https://www.topuniversities.com/sites/default/files/hong-kong-shue-yan-university_592560cf2aeae70239af4e03_small.jpg,n/a,367,,False,False,301+,279,301+,251+,301+,115,156,40,251+,279,301+,1.2,10.5,5.5,9.3,4.4,40.5,46.2,81.1,11.7,15.9,10.1
Hue University,/universities/hue-university,Asia,Vietnam,Huế,https://www.topuniversities.com/sites/default/files/hue-university_592560cf2aeae70239af523c_small.jpg,n/a,368,,False,False,155,301+,301+,166,301+,301+,301+,301+,251+,301+,301+,45.9,6.7,2.3,24.9,3,3.7,6.7,11.8,8.9,1,5.7
IISER Bhopal,/universities/iiser-bhopal,Asia,India,Bhopal,https://www.topuniversities.com/sites/default/files/iiser-bhopal_5e454ccd5c52f364d31e9874_small.jpg,n/a,369,,False,False,301+,301+,103,251+,301+,301+,255,301+,251+,=1,301+,2.4,1,59.7,1.7,17.2,1.1,23.6,4,6.9,100,1.6
Indian Institute of Technology Mandi,/universities/indian-institute-technology-mandi,Asia,India,Mandi,https://www.topuniversities.com/sites/default/files/220126014938pm758191logo-hires-48x48.jpeg,n/a,370,,False,False,301+,301+,50,251+,301+,301+,301+,301+,251+,=1,292,4.4,3.6,81.7,2.1,16.5,2.6,14.9,11.5,2.7,100,13
Indian Institute of Technology Ropar,/universities/indian-institute-technology-ropar,Asia,India,Rupnagar,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-ropar_592560cf2aeae70239af5ac6_small.jpg,n/a,371,,False,False,301+,301+,72,251+,301+,301+,301+,301+,251+,=1,301+,2.7,2.1,72.6,1.8,15.7,2.4,15.8,3.7,4.5,100,3.2
Jahangirnagar University,/universities/jahangirnagar-university,Asia,Bangladesh,Dhaka,https://www.topuniversities.com/sites/default/files/231107033303pm398985download-48x48.jpg,n/a,372,,False,False,301+,301+,301+,167,301+,n/a,301+,n/a,226,n/a,301+,12.9,1.4,7.4,24.9,3.4,n/a,14.9,n/a,18.5,n/a,1.4
KALINGA INSTITUTE OF INDUSTRIAL TECHNOLOGY (KIIT) UNIVERSITY,/universities/kalinga-institute-industrial-technology-kiit-university,Asia,India,Bhubaneswar,https://www.topuniversities.com/sites/default/files/kalinga-institute-of-industrial-technology-kiit-university_592560cf2aeae70239af5810_small.jpg,n/a,373,5,False,False,301+,79,301+,251+,174,139,301+,178,251+,214,219,8.2,60.7,4,8.5,44.7,32.1,2.7,30.7,6.9,40.6,20.2
Kazakh Ablai Khan University of International Relations and World Languages,/universities/kazakh-ablai-khan-university-international-relations-world-languages,Asia,Kazakhstan,Almaty,https://www.topuniversities.com/sites/default/files/kazakh-ablai-khan-university-of-international-relations-and-world-languages_592560cf2aeae70239af564a_small.jpg,n/a,374,,False,False,301+,141,301+,251+,188,267,301+,301+,251+,301+,64,1,29.8,1.4,12.6,42.2,15.6,1,16.1,14.3,1,75.9
Kookmin University ,/universities/kookmin-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/kookmin-university_1070_small.jpg,n/a,375,,False,False,301+,117,301+,251+,226,89,253,301+,251+,301+,178,1.7,38.8,5,7.7,32.9,50.7,23.7,13.1,12.9,5.6,26.5
I. Razzakov Kyrgyz State Technical University,/universities/i-razzakov-kyrgyz-state-technical-university,Asia,Kyrgyzstan,Bishkek,https://www.topuniversities.com/sites/default/files/230412075823am488573LAIthjnGb78-48x48.jpg,n/a,376,,False,False,301+,187,301+,251+,297,203,301+,301+,148,301+,233,1,21.5,1.1,9.4,22.6,21.3,1,5.2,27.3,1,18.6
Lahore School of Economics,/universities/lahore-school-economics,Asia,Pakistan,Lahore,https://www.topuniversities.com/sites/default/files/221124113954am693760Lahore-School-Of-Economics-LSE-48x48.jpg,n/a,377,,False,False,301+,301+,301+,154,301+,301+,92,n/a,251+,301+,301+,1,1.1,2.5,27.6,5.5,6.4,66.3,n/a,4.8,1,4.2
"Mahatma Gandhi University, Kottayam",/universities/mahatma-gandhi-university-kottayam,Asia,India,Kottayam,,n/a,378,,False,False,246,301+,25,251+,215,n/a,278,n/a,251+,n/a,301+,24.9,1,94.2,1.7,35.5,n/a,20.1,n/a,5.5,n/a,1.1
Nanjing Medical University,/universities/nanjing-medical-university,Asia,China (Mainland),Nanjing,https://www.topuniversities.com/sites/default/files/nanjing-medical-university_592560e99988f300e23225d1_small.jpg,n/a,379,,False,False,301+,301+,214,251+,180,252,106,301+,251+,301+,301+,3.1,5.6,27.6,1.5,43.7,17,61.2,5.1,5.4,3.4,7.6
National Taipei University,/universities/national-taipei-university,Asia,Taiwan,Taipei,https://www.topuniversities.com/sites/default/files/national-taipei-university_592560df9988f300e23209a8_small.jpg,n/a,380,,False,False,301+,207,301+,251+,301+,239,301+,301+,249,101,137,1.3,18.2,4.9,8.9,8.8,18.1,12.8,6,16.4,86.3,36.2
Northeastern University (China),/universities/northeastern-university-china,Asia,China (Mainland),Shenyang,https://www.topuniversities.com/sites/default/files/northeastern-university-china_592560cf2aeae70239af52ac_small.jpg,n/a,381,,False,False,238,136,65,251+,301+,301+,301+,117,251+,301+,244,26.1,30.4,73.9,2.7,9.1,4.4,15.5,44.6,8.3,7.5,16.8
O.P. Jindal Global University,/universities/op-jindal-global-university,Asia,India,Sonepat,https://www.topuniversities.com/sites/default/files/o.p.-jindal-global-university_592560cf2aeae70239af5884_small.jpg,n/a,382,,False,False,301+,301+,301+,223,160,301+,301+,97,251+,301+,301+,1.1,4.2,3.7,17.3,49.6,2,1.6,48.9,14.7,1.2,11
Ritsumeikan Asia Pacific University ,/universities/ritsumeikan-asia-pacific-university,Asia,Japan,Beppu City,https://www.topuniversities.com/sites/default/files/ritsumeikan-asia-pacific-university-_592560cf2aeae70239af4e82_small.jpg,n/a,383,4,False,False,301+,203,301+,213,301+,10,301+,17,251+,301+,255,1.1,18.5,4.8,18.2,2.5,100,4.1,100,11.7,1.1,16.2
Asfendiyarov Kazakh National Medical University,/universities/asfendiyarov-kazakh-national-medical-university,Asia,Kazakhstan,Almaty,https://www.topuniversities.com/sites/default/files/s.d.-asfendiyarov-kazakh-national-medical-university_592560cf2aeae70239af5816_small.jpg,n/a,384,3,False,False,301+,301+,301+,251+,114,40,301+,233,251+,301+,214,2.4,4,1.3,6.8,64.9,81.6,1.1,22.5,12.5,1,20.9
Sahand University of Technology,/universities/sahand-university-technology,Asia,Iran,Tabriz,https://www.topuniversities.com/sites/default/files/sahand-university-of-technology_5ccfe6495c52f345fc137578_small.jpg,n/a,385,,False,False,301+,301+,45,n/a,301+,301+,212,301+,251+,34,301+,8.2,5.2,83,n/a,2.5,2.4,31.9,1.7,1.7,100,4.6
Saken Seifullin Kazakh Agrotechnical University,/universities/saken-seifullin-kazakh-agrotechnical-university,Asia,Kazakhstan,Nur-Sultan,https://www.topuniversities.com/sites/default/files/220120054802am787728%D0%9A%D0%90%D0%97%D0%90%D0%A21%D0%A3-%D0%BB%D0%BE%D0%B3%D0%BE-48x48.jpg,n/a,386,4,False,False,301+,138,301+,251+,187,279,301+,239,227,301+,189,1,30.1,2,13.9,42.4,14.7,1,21.5,18.3,1.5,24.7
Shaanxi Normal University,/universities/shaanxi-normal-university,Asia,China (Mainland),Xi'an,https://www.topuniversities.com/sites/default/files/shaanxi-normal-university_592560cf2aeae70239af528d_small.jpg,n/a,387,,False,False,301+,301+,301+,251+,301+,301+,60,301+,251+,301+,301+,14.2,1.1,11.5,2.1,10.9,10.1,80.2,2.1,7.8,9.6,1.2
Shanghai University of Finance and Economics,/universities/shanghai-university-finance-economics,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/shanghai-university-of-finance-and-economics_2026_small.jpg,n/a,388,,False,False,301+,297,301+,251+,301+,301+,213,153,251+,189,301+,5.1,9.2,4.5,8.6,10,7.4,31.5,35.4,11.7,49.9,10.1
Shantou University,/universities/shantou-university,Asia,China (Mainland),Shantou,https://www.topuniversities.com/sites/default/files/shantou-university_592560cf2aeae70239af5a7b_small.jpg,n/a,389,,False,False,154,301+,297,251+,301+,301+,139,279,251+,301+,301+,46.4,2.5,18.8,1.6,16.3,2.1,50.9,18,4.9,1,7.1
South China Normal University,/universities/south-china-normal-university,Asia,China (Mainland),Guangzhou,https://www.topuniversities.com/sites/default/files/south-china-normal-university_592560cf2aeae70239af5286_small.jpg,n/a,390,,False,False,149,301+,301+,251+,301+,301+,108,301+,251+,301+,301+,48.9,2.4,10.6,1.6,8.8,3,60.4,6.3,7.9,1.6,4.9
Tamkang University,/universities/tamkang-university,Asia,Taiwan,New Taipei City,https://www.topuniversities.com/sites/default/files/tamkang-university_592560cf2aeae70239af5247_small.jpg,n/a,391,,False,False,301+,301+,301+,251+,301+,182,195,258,251+,191,301+,7,3.2,7.3,10.4,3.7,24.7,35.7,19.7,12.8,48.5,7.6
Tokai University,/universities/tokai-university,Asia,Japan,Hiratsuka City,https://www.topuniversities.com/sites/default/files/tokai-university_592560cf2aeae70239af4ce7_small.jpg,n/a,392,,False,False,273,301+,301+,251+,301+,301+,301+,301+,176,301+,301+,20.9,4.4,6.4,13.5,15.7,11,3.2,14.4,24,1,4.3
Tokushima University,/universities/tokushima-university,Asia,Japan,Tokushima City,https://www.topuniversities.com/sites/default/files/the-university-of-tokushima-_592560cf2aeae70239af4e88_small.jpg,n/a,393,,False,False,301+,301+,301+,251+,93,301+,301+,301+,251+,241,301+,11,1.8,18.4,3.3,71.9,7.8,2.7,5.8,11,32.8,1.2
Tokyo University of Foreign Studies,/universities/tokyo-university-foreign-studies,Asia,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/tokyo-university-of-foreign-studies_5a183788ca24f344b10b6d4d_small.jpg,n/a,394,,False,False,n/a,209,301+,251+,171,109,301+,49,251+,301+,301+,n/a,17.7,1.7,11.5,45.5,43.4,1,74.4,13.8,1,7.8
Universiti Malaysia Perlis,/universities/universiti-malaysia-perlis,Asia,Malaysia,Kangar,https://www.topuniversities.com/sites/default/files/211013053423am634196logo-UniMAP-48x48.jpg,n/a,395,,False,False,261,270,165,251+,301+,285,301+,301+,251+,301+,301+,22.1,11.1,35.6,10.8,18.7,14.4,1.3,3.9,16.1,7.6,1.2
University of Peradeniya ,/universities/university-peradeniya,Asia,Sri Lanka,Peradeniya,https://www.topuniversities.com/sites/default/files/university-of-peradeniya-_592560cf2aeae70239af4f22_small.jpg,n/a,396,,False,False,213,301+,301+,182,301+,301+,301+,301+,243,301+,301+,30.5,2,3.3,22.7,16.5,2.6,5,1,17,1,2.1
University of Sri Jayawardenapura ,/universities/university-sri-jayawardenapura,Asia,Sri Lanka,Nugegoda,https://www.topuniversities.com/sites/default/files/university-of-sri-jayawardenapura-_592560cf2aeae70239af4f25_small.jpg,n/a,397,,False,False,301+,301+,301+,179,301+,301+,137,n/a,251+,301+,301+,3.4,2.1,3.6,23.3,3.5,1.2,51.4,n/a,11.6,1,1.1
University of the Ryukyus,/universities/university-ryukyus,Asia,Japan,Nishihara,https://www.topuniversities.com/sites/default/files/university-of-the-ryukyus_5b67b6e39ed4194e0c650099_small.jpg,n/a,398,,False,False,199,247,301+,251+,135,301+,301+,301+,251+,301+,290,34.1,13.1,10.3,1.7,59.3,7.5,2.1,11.6,8.3,5.7,13.1
