University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,International Research Network Rank,Academic Reputation Rank,H-index Citations Rank,Employer Reputation Rank,Citations per Paper Rank,International Research Network Score,Academic Reputation Score,H-index Citations Score,Employer Reputation Score,Citations per Paper Score
The University of Manchester,/universities/university-manchester,Europe,United Kingdom,Manchester,https://www.topuniversities.com/sites/default/files/the-university-of-manchester_389_small.jpg,80.5,35,,False,False,64,47,65,55,33,75.4,80.4,76.5,75.3,89.8
University of North Carolina at Chapel Hill,/universities/university-north-carolina-chapel-hill,North America,United States,Chapel Hill,https://www.topuniversities.com/sites/default/files/university-of-north-carolina-chapel-hill_424_small.jpg,80.2,36,,False,False,31,42,45,157,56,80.7,80.8,78.5,65.6,87.7
Peking University,/universities/peking-university,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/peking-university_50_small.jpg,80.1,37,,False,False,211,23,90,27,165,64.3,85.8,73.2,81.7,82.8
"University of California, Davis",/universities/university-california-davis,North America,United States,Davis,https://www.topuniversities.com/sites/default/files/university-of-california-davis_592560cf2aeae70239af4ad8_small.jpg,80,38,,False,False,82,18,119,62,193,73.7,87.4,69.5,74.6,81.5
New York University (NYU),/universities/new-york-university-nyu,North America,United States,New York City,https://www.topuniversities.com/sites/default/files/new-york-university-nyu_448_small.jpg,79.8,39,,False,False,77,64,40,68,42,74.1,77.9,79.9,73.9,89.2
Universität Heidelberg,/universities/universitat-heidelberg,Europe,Germany,Heidelberg,https://www.topuniversities.com/sites/default/files/221104124726pm969012uniHD-siegel-200x200k-48x48.jpg,79.8,40,,False,False,56,45,52,101,64,76.4,80.6,77.8,70,87
Washington University in St. Louis,/universities/washington-university-st-louis,North America,United States,St. Louis,https://www.topuniversities.com/sites/default/files/washington-university-in-st.-louis_668_small.jpg,79.7,41,,False,False,123,57,24,213,9,69.8,78.9,82.4,62,92.3
London School of Hygiene & Tropical Medicine,/universities/london-school-hygiene-tropical-medicine,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/london-school-of-hygiene-and-tropical-medicine_592560cf2aeae70239af4bed_small.jpg,79.6,42,,False,False,5,53,87,303,14,90.5,79.9,73.5,56.4,91.4
Sorbonne University,/universities/sorbonne-university,Europe,France,Paris,https://www.topuniversities.com/sites/default/files/sorbonne-university_5a6afcfecb4de709397114fe_small.jpg,79.5,43,,False,False,11,104,29,41,97,86.3,74,81.7,78.1,85.6
University of Amsterdam,/universities/university-amsterdam,Europe,Netherlands,Amsterdam,https://www.topuniversities.com/sites/default/files/university-of-amsterdam_18_small.jpg,79.4,44,,False,False,43,76,34,91,50,78.5,76.7,80.5,71.5,88.3
University of Glasgow,/universities/university-glasgow,Europe,United Kingdom,Glasgow,https://www.topuniversities.com/sites/default/files/university-of-glasgow_592560cf2aeae70239af4b6c_small.jpg,79.4,45,6,False,False,62,58,52,126,20,75.5,78.5,77.8,67.8,90.7
The University of Tokyo,/universities/university-tokyo,Asia,Japan,Tokyo,https://www.topuniversities.com/sites/default/files/the-university-of-tokyo_615_small.jpg,79.1,46,,False,False,220,9,172,18,301,63.6,90.2,65.1,84.5,76
Ludwig-Maximilians-Universität München,/universities/ludwig-maximilians-universitat-munchen,Europe,Germany,Munich,https://www.topuniversities.com/sites/default/files/ludwig-maximilians-universitt-mnchen_420_small.jpg,79,47,,False,False,34,51,72,136,103,80.3,80.1,75.7,67.3,85.1
McMaster University,/universities/mcmaster-university,North America,Canada,Hamilton,https://www.topuniversities.com/sites/default/files/mcmaster-university_397_small.jpg,78.7,48,,False,False,78,94,31,123,20,74,75.1,81.4,68.2,90.7
University of Chicago,/universities/university-chicago,North America,United States,Chicago,https://www.topuniversities.com/sites/default/files/university-of-chicago_120_small.jpg,78.4,49,,False,False,109,92,81,30,18,71,75.3,74.4,81.3,90.9
Boston University,/universities/boston-university,North America,United States,Boston,https://www.topuniversities.com/sites/default/files/boston-university_592560cf2aeae70239af4ac2_small.jpg,78.2,50,,False,False,97,69,72,59,59,71.7,77.2,75.7,74.8,87.4
The Chinese University of Hong Kong (CUHK),/universities/chinese-university-hong-kong-cuhk,Asia,Hong Kong SAR,Hong Kong,https://www.topuniversities.com/sites/default/files/230719090304am589775CUHK-acronym-logo-thumb-200x200%20%281%29_0.jpg,78,51,,False,False,251,52,113,51,18,62.1,80,70.1,75.8,90.9
Universidade de São Paulo,/universities/universidade-de-sao-paulo,Latin America,Brazil,São Paulo,https://www.topuniversities.com/sites/default/files/universidade-de-so-paulo_550_small.jpg,78,52,,False,False,14,37,115,33,355,86,81.7,69.9,80.7,73.2
Wageningen University & Research,/universities/wageningen-university-research,Europe,Netherlands,Wageningen,https://www.topuniversities.com/sites/default/files/wageningen-university_659_small.jpg,77.9,53,,False,False,47,22,249,78,183,77.5,86,60.1,73,81.9
The University of New South Wales (UNSW Sydney),/universities/university-new-south-wales-unsw-sydney,Oceania,Australia,Sydney,https://www.topuniversities.com/sites/default/files/221220094647am317557UNSW-Sydney-Logo-jpeg-48x48.jpg,77.8,54,,False,False,66,88,36,89,140,75.1,75.7,80.3,71.7,83.9
Utrecht University,/universities/utrecht-university,Europe,Netherlands,Utrecht,https://www.topuniversities.com/sites/default/files/utrecht-university_646_small.jpg,77.8,55,,False,False,60,73,65,140,59,75.6,76.8,76.5,67.2,87.4
Emory University,/universities/emory-university,North America,United States,Atlanta,https://www.topuniversities.com/sites/default/files/emory-university_185_small.jpg,77.7,56,,False,False,17,108,32,296,42,85.4,73.6,80.9,56.8,89.2
Universitat de Barcelona,/universities/universitat-de-barcelona,Europe,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/university-of-barcelona_592560cf2aeae70239af4aaf_small.jpg,77.6,57,,False,False,39,80,81,88,110,79.4,76.5,74.4,71.8,84.9
University of Bristol,/universities/university-bristol,Europe,United Kingdom,Bristol,https://www.topuniversities.com/sites/default/files/university-of-bristol_69_small.jpg,77.6,58,6,False,False,142,91,72,150,3,68.4,75.6,75.7,66.5,93.5
University of Nottingham,/universities/university-nottingham,Europe,United Kingdom,Nottingham,https://www.topuniversities.com/sites/default/files/the-university-of-nottingham_592560cf2aeae70239af4c4e_small.jpg,77.6,59,,False,False,93,71,76,81,82,72.2,77,75.4,72.6,86.2
Newcastle University,/universities/newcastle-university,Europe,United Kingdom,Newcastle upon Tyne,https://www.topuniversities.com/sites/default/files/newcastle-university_592560cf2aeae70239af4c45_small.jpg,77.2,60,6,False,False,66,101,48,145,46,75.1,74.2,78.1,67,88.6
Yonsei University,/universities/yonsei-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/yonsei-university_688_small.jpg,77.1,61,,False,False,223,38,113,35,211,63.5,81.4,70.1,80,80.8
Baylor College of Medicine,/universities/baylor-college-medicine,North America,United States,Houston,https://www.topuniversities.com/sites/default/files/baylor-college-of-medicine_48_small.jpg,76.8,62,,False,False,78,58,92,242,64,74,78.5,73,60.4,87
Queen Mary University of London,/universities/queen-mary-university-london,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/queen-mary-university-of-london_592560cf2aeae70239af4bea_small.jpg,76.8,63,,False,False,51,150,43,131,13,76.9,70.5,78.9,67.4,92
University of Birmingham,/universities/university-birmingham,Europe,United Kingdom,Birmingham,https://www.topuniversities.com/sites/default/files/university-of-birmingham_59_small.jpg,76.8,64,,False,False,143,103,55,116,33,68.3,74.1,77.6,68.7,89.8
University of Zurich,/universities/university-zurich,Europe,Switzerland,Zürich,https://www.topuniversities.com/sites/default/files/university-of-zurich_693_small.jpg,76.7,65,,False,False,91,88,58,200,62,72.4,75.7,77.3,62.8,87.1
Kyoto University,/universities/kyoto-university,Asia,Japan,Kyoto,https://www.topuniversities.com/sites/default/files/kyoto-university_328_small.jpg,76.5,66,,False,False,257,24,170,79,246,61.7,85.4,65.5,72.8,78.9
Northwestern University,/universities/northwestern-university,North America,United States,Evanston,https://www.topuniversities.com/sites/default/files/northwestern-university_592560cf2aeae70239af4c50_small.jpg,76.2,67,,False,False,130,184,27,66,29,69.3,68.7,82,74.2,89.9
King Abdulaziz University (KAU),/universities/king-abdulaziz-university-kau,Asia,Saudi Arabia,Jeddah,https://www.topuniversities.com/sites/default/files/king-abdulaziz-university-kau_1172_small.jpg,75.9,68,,False,False,143,25,308,50,200,68.3,85.2,55.7,76,81.4
University of Alberta,/universities/university-alberta,North America,Canada,Edmonton,https://www.topuniversities.com/sites/default/files/university-of-alberta_15_small.jpg,75.8,69,,False,False,35,113,110,61,119,80.1,73.3,70.4,74.7,84.5
ETH Zurich,/universities/eth-zurich,Europe,Switzerland,Zürich,https://www.topuniversities.com/sites/default/files/eth-zurich-swiss-federal-institute-of-technology_201_small.jpg,75.6,70,,False,False,185,55,276,12,119,65.8,79.6,58.5,86.2,84.5
Université Paris Cité,/universities/universite-paris-cite,Europe,France,Paris,https://www.topuniversities.com/sites/default/files/230601025838am526615Logotype-UPCite-Enlighten-200px-48x48.jpg,75.6,71,,False,False,26,184,15,378,55,81.9,68.7,85.4,52.6,87.8
Erasmus University Rotterdam ,/universities/erasmus-university-rotterdam,Europe,Netherlands,Rotterdam,https://www.topuniversities.com/sites/default/files/erasmus-university-rotterdam_190_small.jpg,75.5,72,,False,False,111,140,54,194,38,70.9,71.5,77.7,63.3,89.6
The Ohio State University,/universities/ohio-state-university,North America,United States,Columbus,https://www.topuniversities.com/sites/default/files/the-ohio-state-university_465_small.jpg,75.5,73,,False,False,36,137,72,136,126,80,72,75.7,67.3,84.3
University of Groningen,/universities/university-groningen,Europe,Netherlands,Groningen,https://www.topuniversities.com/sites/default/files/university-of-groningen_243_small.jpg,75.5,74,,False,False,52,142,37,230,99,76.8,71.4,80.2,61.2,85.5
University of Liverpool,/universities/university-liverpool,Europe,United Kingdom,Liverpool,https://www.topuniversities.com/sites/default/files/university-of-liverpool_350_small.jpg,75.5,75,,False,False,18,124,126,128,85,85.1,72.9,69.1,67.5,86.1
University of Pittsburgh,/universities/university-pittsburgh,North America,United States,Pittsburgh,https://www.topuniversities.com/sites/default/files/university-of-pittsburgh_500_small.jpg,75.5,76,,False,False,116,125,34,293,54,70.3,72.8,80.5,56.9,87.9
Ghent University,/universities/ghent-university,Europe,Belgium,Ghent,https://www.topuniversities.com/sites/default/files/ghent-university_228_small.jpg,75.4,77,,False,False,22,83,118,233,159,83.3,76.1,69.7,60.9,83.1
Uppsala University,/universities/uppsala-university,Europe,Sweden,Uppsala,https://www.topuniversities.com/sites/default/files/uppsala-university_643_small.jpg,75.4,78,,False,False,56,82,107,200,136,76.4,76.3,70.8,62.8,84
University of Minnesota Twin Cities,/universities/university-minnesota-twin-cities,North America,United States,Minneapolis,https://www.topuniversities.com/sites/default/files/university-of-minnesota_408_small.jpg,75.3,79,,False,False,46,113,96,99,156,77.9,73.3,72.5,70.1,83.2
Technical University of Munich,/universities/technical-university-munich,Europe,Germany,Munich,https://www.topuniversities.com/sites/default/files/technical-university-of-munich_599_small.jpg,75.2,80,,False,False,177,110,78,111,77,66.3,73.5,74.9,69.4,86.4
The University of Texas M. D. Anderson Cancer Center ,/universities/university-texas-m-d-anderson-cancer-center,North America,United States,Houston,https://www.topuniversities.com/sites/default/files/the-university-of-texas-m.-d.-anderson-cancer-center_2269_small.jpg,75.2,81,,False,False,125,131,41,401+,2,69.7,72.5,79.4,42.6,95.4
Shanghai Jiao Tong University,/universities/shanghai-jiao-tong-university,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/shanghai-jiao-tong-university_556_small.jpg,75,82,,False,False,337,68,88,38,240,56.9,77.3,73.3,78.3,79.5
Vanderbilt University,/universities/vanderbilt-university,North America,United States,Nashville,https://www.topuniversities.com/sites/default/files/vanderbilt-university_649_small.jpg,74.9,83,,False,False,96,172,50,181,36,72,69.3,78,64.2,89.7
University of Helsinki,/universities/university-helsinki,Europe,Finland,Helsinki,https://www.topuniversities.com/sites/default/files/university-of-helsinki_260_small.jpg,74.8,84,,False,False,113,101,55,244,172,70.8,74.2,77.6,60.3,82.4
Fudan University,/universities/fudan-university,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/fudan-university_218_small.jpg,74.7,85,,False,False,340,77,93,37,226,56.5,76.6,72.8,78.4,80
National Taiwan University (NTU),/universities/national-taiwan-university-ntu,Asia,Taiwan,Taipei,https://www.topuniversities.com/sites/default/files/national-taiwan-university-ntu_592560cf2aeae70239af4c3c_small.jpg,74.7,86,,False,False,382,54,145,49,179,53.3,79.7,67.4,76.1,82.1
The University of Western Australia,/universities/university-western-australia,Oceania,Australia,Perth,https://www.topuniversities.com/sites/default/files/the-university-of-western-australia_673_small.jpg,74.7,87,,False,False,53,120,63,230,183,76.5,73,76.7,61.2,81.9
University of Wisconsin-Madison,/universities/university-wisconsin-madison,North America,United States,Madison,https://www.topuniversities.com/sites/default/files/university-of-wisconsin-madison_678_small.jpg,74.7,88,,False,False,196,88,119,81,151,65.4,75.7,69.5,72.6,83.5
Lund University,/universities/lund-university,Europe,Sweden,Lund,https://www.topuniversities.com/sites/default/files/lund-university_371_small.jpg,74.6,89,,False,False,69,120,69,213,167,74.9,73,76,62,82.7
University of Southampton,/universities/university-southampton,Europe,United Kingdom,Southampton,https://www.topuniversities.com/sites/default/files/university-of-southampton_567_small.jpg,74.5,90,,False,False,60,204,58,181,17,75.6,67.1,77.3,64.2,91
The University of Auckland,/universities/university-auckland,Oceania,New Zealand,Auckland,https://www.topuniversities.com/sites/default/files/221206065357am877738QS-Website-logo-01-48x48.jpg,74.4,91,,False,False,220,64,138,109,181,63.6,77.9,67.8,69.5,82
The University of Adelaide,/universities/university-adelaide,Oceania,Australia,Adelaide,https://www.topuniversities.com/sites/default/files/the-university-of-adelaide_10_small.jpg,74.2,92,,False,False,187,87,110,162,154,65.7,75.8,70.4,65.4,83.3
Tsinghua University,/universities/tsinghua-university,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/tsinghua-university_626_small.jpg,74.2,93,,False,False,401+,63,219,26,40,44.3,78.1,62,82.5,89.4
University of Gothenburg,/universities/university-gothenburg,Europe,Sweden,Gothenburg,https://www.topuniversities.com/sites/default/files/university-of-gothenburg_233_small.jpg,74.1,94,,False,False,42,161,48,370,70,78.8,69.8,78.1,53,86.8
University of Oslo,/universities/university-oslo,Europe,Norway,Oslo,https://www.topuniversities.com/sites/default/files/university-of-oslo_473_small.jpg,74,95,,False,False,31,149,63,367,103,80.7,70.7,76.7,53.2,85.1
Alma Mater Studiorum - Università di Bologna,/universities/alma-mater-studiorum-universita-di-bologna,Europe,Italy,Bologna,https://www.topuniversities.com/sites/default/files/alma-mater-studiorum-university-of-bologna_592560cf2aeae70239af4ac0_small.jpg,73.9,96,,False,False,157,139,100,76,146,67.8,71.6,72,73.5,83.7
Université de Montréal ,/universities/universite-de-montreal,North America,Canada,Montreal,https://www.topuniversities.com/sites/default/files/universit-de-montral_417_small.jpg,73.8,97,,False,False,179,152,58,131,136,66.2,70.4,77.3,67.4,84
Leiden University,/universities/leiden-university,Europe,Netherlands,Leiden,https://www.topuniversities.com/sites/default/files/leiden-university_340_small.jpg,73.7,98,,False,False,89,128,131,187,85,72.8,72.7,68.4,64,86.1
University of Basel,/universities/university-basel,Europe,Switzerland,Basel,https://www.topuniversities.com/sites/default/files/university-of-basel_46_small.jpg,73.7,99,,False,False,41,167,78,238,114,79.2,69.5,74.9,60.6,84.7
University of Florida,/universities/university-florida,North America,United States,Gainesville,https://www.topuniversities.com/sites/default/files/university-of-florida_212_small.jpg,73.7,100,,False,False,16,84,172,222,264,85.6,76,65.1,61.5,77.9
University of Geneva,/universities/university-geneva,Europe,Switzerland,Geneva,https://www.topuniversities.com/sites/default/files/university-of-geneva_221_small.jpg,73.7,101,,False,False,71,165,99,236,38,74.4,69.6,72.2,60.7,89.6
University of Milan,/universities/university-milan,Europe,Italy,Milan,https://www.topuniversities.com/sites/default/files/230331095733am940735university-of-milan-1873-large-48x48.jpg,73.6,102,,False,False,121,120,96,225,147,69.9,73,72.5,61.4,83.6
Université Paris-Saclay,/universities/universite-paris-saclay,Europe,France,"Gif-sur-Yvette,",https://www.topuniversities.com/sites/default/files/universit-paris-saclay_592560cf2aeae70239af4c6e_small.jpg,73.6,103,,False,False,49,189,101,92,111,77.1,68.5,71.8,71.4,84.8
University of Leeds,/universities/university-leeds,Europe,United Kingdom,Leeds,https://www.topuniversities.com/sites/default/files/University-of-Leeds-2-1-48x48.jpg,73.3,104,,False,False,86,145,160,114,74,73.3,71,66.4,69.2,86.6
Medical University of Vienna,/universities/medical-university-vienna,Europe,Austria,Vienna,https://www.topuniversities.com/sites/default/files/medical-university-of-vienna_592560cf2aeae70239af4f5b_small.jpg,73.2,105,,False,False,153,119,104,374,46,67.9,73.1,71.1,52.7,88.6
Vrije Universiteit Amsterdam,/universities/vrije-universiteit-amsterdam,Europe,Netherlands,Amsterdam,https://www.topuniversities.com/sites/default/files/vrije-universiteit-amsterdam_658_small.jpg,73.1,106,,False,False,132,182,65,246,72,69.2,68.8,76.5,60.1,86.7
The University of Texas Southwestern Medical Center at Dallas ,/universities/university-texas-southwestern-medical-center-dallas,North America,United States,Dallas,https://www.topuniversities.com/sites/default/files/the-university-of-texas-southwestern-medical-center-at-dallas_2263_small.jpg,72.9,107,,False,False,232,110,85,401+,23,63.1,73.5,73.8,43.8,90.4
Zhejiang University,/universities/zhejiang-university,Asia,China (Mainland),Hangzhou,https://www.topuniversities.com/sites/default/files/zhejiang-university_592560cf2aeae70239af4d37_small.jpg,72.9,108,,False,False,401+,94,138,31,224,51.5,75.1,67.8,81,80.1
Aarhus University,/universities/aarhus-university,Europe,Denmark,Aarhus,https://www.topuniversities.com/sites/default/files/aarhus-university_592560cf2aeae70239af4a8a_small.jpg,72.8,109,,False,False,117,142,93,240,160,70.2,71.4,72.8,60.5,83
Pennsylvania State University,/universities/pennsylvania-state-university,North America,United States,University Park,https://www.topuniversities.com/sites/default/files/pennsylvania-state-university_494_small.jpg,72.8,110,,False,False,53,113,189,75,250,76.5,73.3,63.7,73.6,78.8
"Trinity College Dublin, The University of Dublin",/universities/trinity-college-dublin-university-dublin,Europe,Ireland,Dublin,https://www.topuniversities.com/sites/default/files/trinity-college-dublin-the-university-of-dublin_167_small.jpg,72.8,111,,False,False,208,100,230,89,92,64.5,74.3,61.5,71.7,85.9
University of Bern,/universities/university-bern,Europe,Switzerland,Bern,https://www.topuniversities.com/sites/default/files/university-of-bern_55_small.jpg,72.7,112,,False,False,65,198,83,219,93,75.2,67.7,74.1,61.6,85.8
University of Cape Town,/universities/university-cape-town,Africa,South Africa,Cape Town,https://www.topuniversities.com/sites/default/files/210830024732pm396697UCTcircular-logo1-CMYK-48x48.jpg,72.6,113,,False,False,33,158,106,240,207,80.6,70.1,71,60.5,81
University of Göttingen,/universities/university-gottingen,Europe,Germany,Göttingen,https://www.topuniversities.com/sites/default/files/university-of-gttingen_234_small.jpg,72.6,114,,False,False,89,99,202,190,165,72.8,74.4,63,63.7,82.8
University of Calgary,/universities/university-calgary,North America,Canada,Calgary,https://www.topuniversities.com/sites/default/files/university-of-calgary_592560cf2aeae70239af4ad5_small.jpg,72.5,115,,False,False,241,182,90,94,111,62.8,68.8,73.2,70.6,84.8
University of Otago,/universities/university-otago,Oceania,New Zealand,Dunedin,https://www.topuniversities.com/sites/default/files/220609020250am605958OtagoLogoQS-48x48.jpg,72.3,116,6,False,False,162,71,189,234,237,67.5,77,63.7,60.8,79.6
Cardiff University,/universities/cardiff-university,Europe,United Kingdom,Cardiff,https://www.topuniversities.com/sites/default/files/cardiff-university_592560cf2aeae70239af4ae6_small.jpg,72.2,117,,False,False,171,160,131,140,85,66.6,69.9,68.4,67.2,86.1
Australian National University (ANU),/universities/australian-national-university-anu,Oceania,Australia,Canberra,https://www.topuniversities.com/sites/default/files/ANU-crest-48x48.jpg,72.2,118,,False,False,245,113,180,68,190,62.6,73.3,64.4,73.9,81.7
The University of Sheffield,/universities/university-sheffield,Europe,United Kingdom,Sheffield,https://www.topuniversities.com/sites/default/files/230919100158am438629UoS-logo-48x48.jpg,72.2,119,,False,False,100,169,134,187,77,71.6,69.4,68,64,86.4
Case Western Reserve University,/universities/case-western-reserve-university,North America,United States,Cleveland,https://www.topuniversities.com/sites/default/files/case-western-reserve-university_102_small.jpg,72,120,,False,False,107,230,71,219,94,71.1,65.9,75.9,61.6,85.7
Complutense University of Madrid,/universities/complutense-university-madrid,Europe,Spain,Madrid,https://www.topuniversities.com/sites/default/files/complutense-university-of-madrid_592560cf2aeae70239af4bff_small.jpg,72,121,,False,False,56,140,199,107,214,76.4,71.5,63.2,69.7,80.7
Maastricht University,/universities/maastricht-university,Europe,Netherlands,Maastricht,https://www.topuniversities.com/sites/default/files/231218042543pm676051UM-triangles-200-x-200-pixels-48x48.jpg,71.9,122,,False,False,148,144,122,258,117,68.1,71.1,69.3,59.1,84.6
Radboud University ,/universities/radboud-university,Europe,Netherlands,Nijmegen,https://www.topuniversities.com/sites/default/files/radboud-university_452_small.jpg,71.9,123,,False,False,105,203,85,265,82,71.2,67.2,73.8,58.7,86.2
Universidad Nacional Autónoma de México  (UNAM),/universities/universidad-nacional-autonoma-de-mexico-unam,Latin America,Mexico,Mexico City,https://www.topuniversities.com/sites/default/files/universidad-nacional-autnoma-de-mxico-unam_425_small.jpg,71.9,124,,False,False,150,34,401+,10,401+,68,82.7,49.4,87.6,66.8
Eberhard Karls Universität Tübingen,/universities/eberhard-karls-universitat-tubingen,Europe,Germany,Tübingen,https://www.topuniversities.com/sites/default/files/eberhard-karls-universitt-tbingen_629_small.jpg,71.8,125,,False,False,74,145,151,291,126,74.3,71,67,57,84.3
Mahidol University,/universities/mahidol-university,Asia,Thailand,Nakhon Pathom,https://www.topuniversities.com/sites/default/files/mahidol-university_381_small.jpg,71.8,126,5,False,False,220,38,243,261,332,63.6,81.4,60.7,58.9,74.2
Osaka University,/universities/osaka-university,Asia,Japan,Osaka City,https://www.topuniversities.com/sites/default/files/osaka-university_472_small.jpg,71.7,127,,False,False,401+,47,230,116,290,50.6,80.4,61.5,68.7,76.7
Pontificia Universidad Católica de Chile (UC),/universities/pontificia-universidad-católica-de-chile-uc,Latin America,Chile,Santiago,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-chile-uc_107_small.jpg,71.5,128,,False,False,266,44,348,23,380,61.2,80.7,52.9,82.7,71.1
Università di Padova,/universities/universita-di-padova,Europe,Italy,Padova,https://www.topuniversities.com/sites/default/files/universitdi-padova_480_small.jpg,71.4,129,,False,False,137,137,189,157,183,68.9,72,63.7,65.6,81.9
Sungkyunkwan University (SKKU),/universities/sungkyunkwan-universityskku,Asia,South Korea,Suwon,https://www.topuniversities.com/sites/default/files/sungkyunkwan-universityskku_592560cf2aeae70239af4cc9_small.jpg,71.3,130,,False,False,401+,125,126,97,147,46.6,72.8,69.1,70.2,83.6
University of Southern California,/universities/university-southern-california,North America,United States,Los Angeles,https://www.topuniversities.com/sites/default/files/university-of-southern-california_569_small.jpg,71.3,131,,False,False,182,264,68,152,64,66,63.7,76.2,66.2,87
Albert-Ludwigs-Universitaet Freiburg,/universities/albert-ludwigs-universitaet-freiburg,Europe,Germany,Freiburg im Breisgau,https://www.topuniversities.com/sites/default/files/240117022940pm384573UFR-Kurzform-200x200-Zeichenfl%C3%A4che-1-Zeichenfl%C3%A4che-1-48x48.jpg,71.2,132,,False,False,251,147,107,298,126,62.1,70.8,70.8,56.7,84.3
Michigan State University,/universities/michigan-state-university,North America,United States,East Lansing,https://www.topuniversities.com/sites/default/files/michigan-state-university_402_small.jpg,71.2,133,,False,False,94,106,247,124,266,72.1,73.9,60.4,68,77.8
Université de Montpellier,/universities/universite-de-montpellier,Europe,France,Montpellier,https://www.topuniversities.com/sites/default/files/universit-de-montpellier_592560e69988f300e2321d99_small.jpg,71.1,134,,False,False,3,169,151,401+,224,91.9,69.4,67,47.2,80.1
Icahn School of Medicine at Mount Sinai ,/universities/icahn-school-medicine-mount-sinai,North America,United States,New York City,https://www.topuniversities.com/sites/default/files/icahn-school-of-medicine-at-mount-sinai_2266_small.jpg,71,135,,False,False,71,213,61,401+,8,74.4,66.5,76.9,31.1,92.4
"Nanyang Technological University, Singapore (NTU Singapore)",/universities/nanyang-technological-university-singapore-ntu-singapore,Asia,Singapore,Singapore,https://www.topuniversities.com/sites/default/files/nanyang-technological-university-singapore-ntu_592560cf2aeae70239af4c32_small.jpg,70.8,136,,False,False,346,163,199,25,176,56.2,69.7,63.2,82.6,82.2
Sapienza University of Rome,/universities/sapienza-university-rome,Europe,Italy,Rome,https://www.topuniversities.com/sites/default/files/sapienza-university-of-rome_592560cf2aeae70239af4c97_small.jpg,70.6,137,,False,False,104,184,167,109,241,71.3,68.7,65.7,69.5,79.4
Université PSL,/universities/universite-psl,Europe,France,Paris,https://www.topuniversities.com/sites/default/files/universit-psl_592560e69988f300e2321dfe_small.jpg,70.6,138,,False,False,24,329,115,79,136,83,60.6,69.9,72.8,84
King Saud University,/universities/king-saud-university,Asia,Saudi Arabia,Riyadh,https://www.topuniversities.com/sites/default/files/king-saud-university_1175_small.jpg,70.5,139,5,False,False,59,135,210,162,328,76.1,72.3,62.5,65.4,74.5
University of Illinois at Chicago (UIC),/universities/university-illinois-chicago-uic,North America,United States,Chicago,https://www.topuniversities.com/sites/default/files/university-of-illinois-chicago-uic_592560cf2aeae70239af4b9a_small.jpg,70.5,140,,False,False,88,150,222,167,214,72.9,70.5,61.7,65.3,80.7
University of Porto,/universities/university-porto,Europe,Portugal,Porto,https://www.topuniversities.com/sites/default/files/220603114500am903324university-of-porto-logo-48x48.jpg,70.5,141,,False,False,25,216,88,283,299,82.3,66.4,73.3,57.9,76.1
Brown University,/universities/brown-university,North America,United States,Providence,https://www.topuniversities.com/sites/default/files/brown-university_72_small.jpg,70.4,142,,False,False,228,279,95,101,70,63.3,62.8,72.7,70,86.8
University of Ottawa,/universities/university-ottawa,North America,Canada,Ottawa,https://www.topuniversities.com/sites/default/files/university-of-ottawa_475_small.jpg,70.4,143,,False,False,78,344,46,219,91,74,59.9,78.2,61.6,86
Universidad Autónoma de Madrid,/universities/universidad-autonoma-de-madrid,Europe,Spain,Madrid,https://www.topuniversities.com/sites/default/files/230914073612am166112marcaUAM-centroColor-expandHQg-48x48.jpg,70.3,144,,False,False,153,159,210,101,231,67.9,70,62.5,70,79.8
University of Miami,/universities/university-miami,North America,United States,Miami,https://www.topuniversities.com/sites/default/files/university-of-miami_401_small.jpg,70.2,145,,False,False,82,216,115,312,147,73.7,66.4,69.9,56.1,83.6
University of Turin,/universities/university-turin,Europe,Italy,Turin,https://www.topuniversities.com/sites/default/files/university-of-turin_632_small.jpg,70.1,146,,False,False,202,152,154,374,126,64.9,70.4,66.8,52.7,84.3
Universität Hamburg,/universities/universitat-hamburg,Europe,Germany,Hamburg,https://www.topuniversities.com/sites/default/files/universitt-hamburg_592560cf2aeae70239af4b79_small.jpg,70.1,147,,False,False,160,201,158,181,160,67.6,67.5,66.6,64.2,83
Universiti Malaya (UM),/universities/universiti-malaya-um,Asia,Malaysia,Kuala Lumpur,https://www.topuniversities.com/sites/default/files/universiti-malaya-um_383_small.jpg,70,148,,False,False,128,58,351,136,371,69.4,78.5,52.6,67.3,72
Université catholique de Louvain (UCLouvain),/universities/universite-catholique-de-louvain-uclouvain,Europe,Belgium,Louvain-la-Neuve,https://www.topuniversities.com/sites/default/files/universit-catholique-de-louvain-uclouvain_592560cf2aeae70239af4aed_small.jpg,70,149,,False,False,135,216,167,191,108,69,66.4,65.7,63.6,85
