University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,International Research Network Rank,Academic Reputation Rank,H-index Citations Rank,Employer Reputation Rank,Citations per Paper Rank,International Research Network Score,Academic Reputation Score,H-index Citations Score,Employer Reputation Score,Citations per Paper Score
National Yang Ming Chiao Tung University,/universities/national-yang-ming-chiao-tung-university,Asia,Taiwan,Hsinchu City,https://www.topuniversities.com/sites/default/files/230525091126am408938230525%40400x-100-48x48.jpg,64.2,264,,False,False,401+,202,331,162,262,42.7,67.4,54.3,65.4,78
Semmelweis University,/universities/semmelweis-university,Europe,Hungary,Budapest,https://www.topuniversities.com/sites/default/files/220116082633pm838758Semmelweis-logo-Latin-COLOR-JPG-3-48x48.jpg,64.2,265,,False,False,234,255,283,331,313,63,64.3,57.9,55.2,75.4
University of Vienna,/universities/university-vienna,Europe,Austria,Vienna,https://www.topuniversities.com/sites/default/files/university-of-vienna_652_small.jpg,64.2,266,,False,False,153,189,401+,208,347,67.9,68.5,45.3,62.4,73.6
University of Pisa,/universities/university-pisa,Europe,Italy,Pisa,https://www.topuniversities.com/sites/default/files/university-of-pisa_499_small.jpg,64.1,267,,False,False,187,294,331,210,270,65.7,62.3,54.3,62.1,77.5
RWTH Aachen University,/universities/rwth-aachen-university,Europe,Germany,Aachen,https://www.topuniversities.com/sites/default/files/rwth-aachen-university_4_small.jpg,64,268,,False,False,322,387,240,168,188,57.8,57.8,60.9,65.2,81.8
Universiti Sains Malaysia (USM),/universities/universiti-sains-malaysia-usm,Asia,Malaysia,Gelugor,https://www.topuniversities.com/sites/default/files/universiti-sains-malaysia-usm_386_small.jpg,64,269,,False,False,287,96,401+,232,401+,59.8,74.9,49.4,61,60.2
Dartmouth College,/universities/dartmouth-college,North America,United States,Hanover,https://www.topuniversities.com/sites/default/files/dartmouth-college_592560cf2aeae70239af4b1c_small.jpg,63.9,270,,False,False,401+,401+,167,189,111,47,56.7,65.7,63.8,84.8
Flinders University,/universities/flinders-university,Oceania,Australia,Adelaide,https://www.topuniversities.com/sites/default/files/flinders-university_592560cf2aeae70239af4b53_small.jpg,63.8,271,,False,False,167,313,259,401+,256,67.1,61.4,59.6,49.1,78.4
University of Science and Technology of China,/universities/university-science-technology-china,Asia,China (Mainland),Hefei,https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-of-china_122_small.jpg,63.8,272,,False,False,401+,167,401+,154,222,35.3,69.5,49,66,80.2
Université de Lille,/universities/universite-de-lille,Europe,France,Lille,https://www.topuniversities.com/sites/default/files/universit-de-lille_5ae6f2dbcb4de7615c381961_small.jpg,63.8,273,,False,False,170,395,160,401+,193,66.8,57.5,66.4,45.8,81.5
Medical University of Graz,/universities/medical-university-graz,Europe,Austria,Graz,https://www.topuniversities.com/sites/default/files/medical-university-of-graz_592560cf2aeae70239af4f5e_small.jpg,63.7,274,,False,False,130,323,230,401+,235,69.3,60.9,61.5,41.9,79.7
University of Milano-Bicocca ,/universities/university-milano-bicocca,Europe,Italy,Milan,https://www.topuniversities.com/sites/default/files/university-of-milano-bicocca_14336_small.jpg,63.7,275,,False,False,375,327,217,347,217,54,60.7,62.2,54.5,80.6
University Duesseldorf,/universities/university-duesseldorf,Europe,Germany,Düsseldorf,https://www.topuniversities.com/sites/default/files/university-duesseldorf_171_small.jpg,63.6,276,,False,False,288,355,210,401+,142,59.7,59.3,62.5,46.1,83.8
University of South Florida,/universities/university-south-florida,North America,United States,Tampa,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-90-48x48.jpg,63.6,277,,False,False,279,401+,129,401+,64,60.6,54.3,68.6,46.9,87
Hacettepe University ,/universities/hacettepe-university,Asia,Türkiye,Ankara,https://www.topuniversities.com/sites/default/files/hacettepe-university-_592560cf2aeae70239af4d8c_small.jpg,63.3,278,,False,False,187,261,351,218,367,65.7,63.9,52.6,61.8,72.3
University of Guelph,/universities/university-guelph,North America,Canada,Guelph,https://www.topuniversities.com/sites/default/files/university-of-guelph_1756_small.jpg,63.3,279,,False,False,352,176,401+,149,374,55.8,69.1,45.3,66.6,71.7
Washington State University,/universities/washington-state-university,North America,United States,Pullman,https://www.topuniversities.com/sites/default/files/washington-state-university_666_small.jpg,63.3,280,,False,False,302,204,398,272,347,59,67.1,49.8,58.5,73.6
University of Coimbra,/universities/university-coimbra,Europe,Portugal,Coimbra,https://www.topuniversities.com/sites/default/files/university-of-coimbra_592560cf2aeae70239af4b07_small.jpg,63.2,281,5,False,False,234,283,279,351,332,63,62.6,58.2,54.1,74.2
Virginia Commonwealth University,/universities/virginia-commonwealth-university,North America,United States,Richmond,https://www.topuniversities.com/sites/default/files/virginia-commonwealth-university_654_small.jpg,63.2,282,,False,False,143,401+,141,401+,103,68.3,52.3,67.6,49.3,85.1
Arizona State University,/universities/arizona-state-university,North America,United States,Tempe,https://www.topuniversities.com/sites/default/files/arizona-state-university_592560cf2aeae70239af4a9c_small.jpg,63.1,283,,False,False,283,335,325,198,252,60,60.3,55,63,78.5
The Scripps Research Institute (TSRI),/universities/scripps-research-institute-tsri,North America,United States,,https://www.topuniversities.com/sites/default/files/the-scripps-research-institute-tsri_592560e29988f300e2321157_small.jpg,63.1,284,,False,False,401+,176,291,393,279,34.7,69.1,57,51.4,77.3
Jagiellonian University,/universities/jagiellonian-university,Europe,Poland,Krakow,https://www.topuniversities.com/sites/default/files/jagiellonian-university_300_small.jpg,63,285,,False,False,184,371,219,311,322,65.9,58.4,62,56.2,74.9
Johannes Gutenberg Universität Mainz,/universities/johannes-gutenberg-universitat-mainz,Europe,Germany,Mainz,https://www.topuniversities.com/sites/default/files/johannes-gutenberg-universitt-mainz_382_small.jpg,63,286,,False,False,193,401+,219,401+,154,65.6,56,62,49.7,83.3
University of Kansas,/universities/university-kansas,North America,United States,Lawrence,https://www.topuniversities.com/sites/default/files/university-of-kansas_309_small.jpg,63,287,,False,False,185,401+,273,260,202,65.8,56.2,58.7,59,81.3
University of Massachusetts Amherst,/universities/university-massachusetts-amherst,North America,United States,Amherst,https://www.topuniversities.com/sites/default/files/university-of-massachusetts-amherst_592560cf2aeae70239af4c0e_small.jpg,62.8,288,,False,False,369,248,398,181,317,54.5,64.7,49.8,64.2,75.2
University of Navarra,/universities/university-navarra,Europe,Spain,Pamplona,https://www.topuniversities.com/sites/default/files/230306122729pm463748navarra-logo-200x200-48x48.jpg,62.8,289,,False,False,399,383,249,153,251,52.2,58,60.1,66.1,78.6
Vrije Universiteit Brussel (VUB),/universities/vrije-universiteit-brussel-vub,Europe,Belgium,Brussels,https://www.topuniversities.com/sites/default/files/vrije-universiteit-brussel-vub_74_small.jpg,62.8,290,,False,False,123,369,319,324,256,69.8,58.7,55.4,55.7,78.4
Universiti Kebangsaan Malaysia (UKM),/universities/universiti-kebangsaan-malaysia-ukm,Asia,Malaysia,Bangi,https://www.topuniversities.com/sites/default/files/universiti-kebangsaan-malaysia-ukm_384_small.jpg,62.5,291,5,False,False,371,125,401+,205,401+,54.3,72.8,49.4,62.5,59.2
University at Buffalo SUNY,/universities/university-buffalo-suny,North America,United States,Buffalo,https://www.topuniversities.com/sites/default/files/university-at-buffalo-suny_1888_small.jpg,62.5,292,,False,False,401+,401+,178,350,101,49.7,55.4,64.6,54.3,85.3
University of Cincinnati,/universities/university-cincinnati,North America,United States,Cincinnati,https://www.topuniversities.com/sites/default/files/university-of-cincinnati_129_small.jpg,62.5,293,,False,False,199,401+,207,336,167,65.1,53.6,62.7,55.1,82.7
University of Granada,/universities/university-granada,Europe,Spain,Granada,https://www.topuniversities.com/sites/default/files/university-of-granada_235_small.jpg,62.5,294,,False,False,199,248,401+,308,356,65.1,64.7,49.4,56.3,73.1
Universität Jena,/universities/universitat-jena,Europe,Germany,Jena,https://www.topuniversities.com/sites/default/files/universitt-jena_592560cf2aeae70239af4bb5_small.jpg,62.5,295,,False,False,208,401+,247,401+,170,64.5,56.4,60.4,48.6,82.6
University of Technology Sydney,/universities/university-technology-sydney,Oceania,Australia,Haymarket,https://www.topuniversities.com/sites/default/files/university-of-technology-sydney_592560cf2aeae70239af4ccf_small.jpg,62.4,296,6,False,False,255,268,370,272,344,61.8,63.4,51.4,58.5,73.7
"Ain Shams University in Cairo (ASU, Cairo)",/universities/ain-shams-university-cairo-asu-cairo,Africa,Egypt,Cairo,https://www.topuniversities.com/sites/default/files/ain-shams-university-_592560cf2aeae70239af4f38_small.jpg,62.3,297,5,False,False,150,246,401+,116,401+,68,64.9,49,68.7,64.3
Friedrich-Alexander-Universität Erlangen-Nürnberg,/universities/friedrich-alexander-universitat-erlangen-nurnberg,Europe,Germany,Erlangen,https://www.topuniversities.com/sites/default/files/220609081209am601836FAU-Logo-quadratisch-48x48.jpg,62.3,298,,False,False,207,401+,202,354,172,64.6,53.5,63,54,82.4
"Macquarie University (Sydney, Australia)",/universities/macquarie-university-sydney-australia,Oceania,Australia,Sydney,https://www.topuniversities.com/sites/default/files/macquarie-university_378_small.jpg,62.3,299,,False,False,401+,338,285,293,207,48.3,60.2,57.6,56.9,81
Universidade Federal do Rio Grande Do Sul ,/universities/universidade-federal-do-rio-grande-do-sul,Latin America,Brazil,Porto Alegre,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-grande-do-sul_2239_small.jpg,62.3,300,,False,False,349,338,222,342,341,56,60.2,61.7,54.8,73.8
University of Tasmania,/universities/university-tasmania,Oceania,Australia,Hobart,https://www.topuniversities.com/sites/default/files/university-of-tasmania_592560cf2aeae70239af4cd5_small.jpg,62.3,301,,False,False,245,329,291,394,294,62.6,60.6,57,51.3,76.4
China Agricultural University ,/universities/china-agricultural-university,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/china-agricultural-university_872_small.jpg,62.2,302,,False,False,401+,147,390,401+,337,44.6,70.8,50.2,45.3,74
Qatar University,/universities/qatar-university,Asia,Qatar,Doha,https://www.topuniversities.com/sites/default/files/qatar-university_2537_small.jpg,62.2,303,,False,False,260,199,401+,148,401+,61.6,67.6,46.8,66.7,64.9
Universidade Federal de São Paulo,/universities/universidade-federal-de-sao-paulo,Latin America,Brazil,São Paulo,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-paulo_2750_small.jpg,62.2,304,,False,False,325,316,295,370,297,57.7,61.3,56.6,53,76.2
Università degli Studi di Pavia,/universities/universita-degli-studi-di-pavia,Europe,Italy,Pavia,https://www.topuniversities.com/sites/default/files/230511020618pm859808Unipv-Logo-2-48x48.jpg,62.2,305,,False,False,219,371,308,389,211,63.7,58.4,55.7,51.7,80.8
Western Sydney University,/universities/western-sydney-university,Oceania,Australia,Milperra,https://www.topuniversities.com/sites/default/files/western-sydney-university_848_small.jpg,62.2,306,5,False,False,261,375,249,390,270,61.5,58.3,60.1,51.6,77.5
Technical University of Denmark,/universities/technical-university-denmark,Europe,Denmark,Kongens Lyngby,https://www.topuniversities.com/sites/default/files/technical-university-of-denmark_592560cf2aeae70239af4cd8_small.jpg,62.1,307,,False,False,173,355,401+,176,269,66.5,59.3,48.6,64.7,77.6
University of Kentucky,/universities/university-kentucky,North America,United States,Lexington,https://www.topuniversities.com/sites/default/files/university-of-kentucky_316_small.jpg,62.1,308,,False,False,269,390,259,336,270,61.1,57.7,59.6,55.1,77.5
Istanbul University,/universities/istanbul-university,Asia,Türkiye,Istanbul,https://www.topuniversities.com/sites/default/files/istanbul-university_592560cf2aeae70239af4bac_small.jpg,62,309,,False,False,239,308,363,248,344,62.9,61.6,51.8,60,73.7
University of Eastern Finland,/universities/university-eastern-finland,Europe,Finland,Kuopio,https://www.topuniversities.com/sites/default/files/university-of-eastern-finland_592560cf2aeae70239af4bcb_small.jpg,62,310,,False,False,223,320,276,401+,344,63.5,61,58.5,47.7,73.7
Lomonosov Moscow State University,/universities/lomonosov-moscow-state-university,Europe,Russia,Moscow,https://www.topuniversities.com/sites/default/files/lomonosov-moscow-state-university-_592560cf2aeae70239af4c27_small.jpg,61.9,311,,False,True,275,223,401+,6,401+,60.8,66.1,39.2,93.7,61
Innsbruck Medical University,/universities/innsbruck-medical-university,Europe,Austria,Innsbruck,https://www.topuniversities.com/sites/default/files/innsbruck-medical-university_592560cf2aeae70239af51dd_small.jpg,61.9,312,,False,False,336,352,222,401+,219,57,59.5,61.7,39.4,80.4
National Cheng Kung University (NCKU),/universities/national-cheng-kung-university-ncku,Asia,Taiwan,Tainan City,https://www.topuniversities.com/sites/default/files/230407032250am673777NCKU-Alt-GraphicSignature-NL-RGB-AW-48x48.jpg,61.8,313,,False,False,401+,157,401+,127,401+,37.4,70.2,49,67.6,67
Universidade Federal de Minas Gerais      ,/universities/universidade-federal-de-minas-gerais,Latin America,Brazil,Belo Horizonte,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg,61.8,314,,False,False,381,263,304,272,401+,53.5,63.8,56,58.5,69.5
Aristotle University of Thessaloniki,/universities/aristotle-university-thessaloniki,Europe,Greece,Thessaloniki,https://www.topuniversities.com/sites/default/files/aristotle-university-of-thessaloniki_24_small.jpg,61.7,315,,False,False,153,400,308,276,320,67.9,57.4,55.7,58.3,75
Oregon State University,/universities/oregon-state-university,North America,United States,Corvallis,https://www.topuniversities.com/sites/default/files/oregon-state-university_592560cf2aeae70239af4dc3_small.jpg,61.7,316,,False,False,168,299,390,391,322,67,62.1,50.2,51.5,74.9
"Stony Brook University, State University of New York",/universities/stony-brook-university-state-university-new-york,North America,United States,Stony Brook,https://www.topuniversities.com/sites/default/files/stony-brook-university-state-university-of-new-york_592560cf2aeae70239af4ccb_small.jpg,61.5,317,,False,False,243,401+,249,395,190,62.7,54.3,60.1,51.2,81.7
Universidade Nova de Lisboa,/universities/universidade-nova-de-lisboa,Europe,Portugal,Lisbon,https://www.topuniversities.com/sites/default/files/universidade-nova-de-lisboa_460_small.jpg,61.5,318,,False,False,215,401+,249,317,341,64,56.9,60.1,55.9,73.8
University of Colorado Boulder,/universities/university-colorado-boulder,North America,United States,Boulder,https://www.topuniversities.com/sites/default/files/university-of-colorado-boulder_137_small.jpg,61.5,319,,False,False,352,401+,325,222,237,55.8,57.1,55,61.5,79.6
University of Tsukuba,/universities/university-tsukuba,Asia,Japan,Tsukuba City,https://www.topuniversities.com/sites/default/files/university-of-tsukuba_592560cf2aeae70239af4cf7_small.jpg,61.5,320,,False,False,401+,194,401+,330,391,47.5,68.3,49,55.3,70.3
Universidad Nacional de Colombia,/universities/universidad-nacional-de-colombia,Latin America,Colombia,Bogotá,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-colombia_592560cf2aeae70239af4b0b_small.jpg,61.3,321,,False,False,401+,73,401+,63,401+,39.8,76.8,44.8,74.4,50.9
University of Tartu,/universities/university-tartu,Europe,Estonia,Tartu,https://www.topuniversities.com/sites/default/files/university-of-tartu_592560cf2aeae70239af4d08_small.jpg,61.3,322,,False,False,340,355,180,253,401+,56.5,59.3,64.4,59.5,65.5
China Medical University ,/universities/china-medical-university,Asia,Taiwan,Taichung,https://www.topuniversities.com/sites/default/files/china-medical-university_14334_small.jpg,61.2,323,,False,False,401+,234,398,361,279,41.5,65.6,49.8,53.5,77.3
Université de Liège,/universities/universite-de-liege,Europe,Belgium,Liège,https://www.topuniversities.com/sites/default/files/universit-de-lige_592560cf2aeae70239af4bd9_small.jpg,61.2,324,,False,False,203,387,325,401+,266,64.8,57.8,55,50.6,77.8
Universitat Pompeu Fabra (Barcelona),/universities/universitat-pompeu-fabra,Europe,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/universitat-pompeu-fabra_504_small.jpg,61.1,325,,False,False,292,401+,243,281,305,59.4,55.1,60.7,58,75.9
University of Pretoria,/universities/university-pretoria,Africa,South Africa,Pretoria,https://www.topuniversities.com/sites/default/files/university-of-pretoria_506_small.jpg,61.1,326,,False,False,137,289,401+,302,401+,68.9,62.5,49.4,56.5,68.6
University of Saskatchewan,/universities/university-saskatchewan,North America,Canada,Saskatoon,https://www.topuniversities.com/sites/default/files/university-of-saskatchewan_1755_small.jpg,61.1,327,,False,False,266,318,377,312,350,61.2,61.1,51,56.1,73.5
RCSI University of Medicine and Health Sciences,/universities/rcsi-university-medicine-health-sciences,Europe,Ireland,Dublin,https://www.topuniversities.com/sites/default/files/royal-college-of-surgeons-in-ireland-rcsi_1394_small.jpg,61,328,,False,False,401+,213,363,296,401+,48.6,66.5,51.8,56.8,67.7
Sechenov University,/universities/sechenov-university,Europe,Russia,Moscow,https://www.topuniversities.com/sites/default/files/sechenov-university_592560cf2aeae70239af57de_small.jpg,61,329,,False,True,226,258,401+,112,401+,63.4,64.1,46.3,69.3,64.3
University of Galway,/universities/university-galway,Europe,Ireland,Galway,https://www.topuniversities.com/sites/default/files/230111113541am417642Logo-QS-48x48.jpg,61,330,,False,False,401+,289,342,205,401+,51.4,62.5,53.6,62.5,69.3
Virginia Polytechnic Institute and State University,/universities/virginia-polytechnic-institute-state-university,North America,United States,Blacksburg,https://www.topuniversities.com/sites/default/files/virginia-polytechnic-institute-and-state-university_592560cf2aeae70239af4d15_small.jpg,61,331,,False,False,292,401+,291,287,308,59.4,57.1,57,57.4,75.6
University of Connecticut,/universities/university-connecticut,North America,United States,Storrs,https://www.topuniversities.com/sites/default/files/university-of-connecticut_140_small.jpg,60.9,332,,False,False,338,393,328,383,219,56.8,57.6,54.7,52,80.4
Wake Forest University,/universities/wake-forest-university,North America,United States,Winston-Salem,https://www.topuniversities.com/sites/default/files/wake-forest-university_661_small.jpg,60.9,333,,False,False,264,401+,189,401+,100,61.3,51.4,63.7,44.1,85.4
